sku,parent_sku,locale,attribute_family_code,type,categories,images,name,description,short_description,status,visible_individually,length,width,height,weight,price,special_price,special_price_from,special_price_to,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,tax_status,tax_category_id,global_unique_id,cases_in_stock,custom_product_subtitle,pack_quantity,low_stock_amount,pmp_or_not,max_order,por_percentage,product_size,prom_id,prom_start,promo_end,total_sales,rrp_price,outer_pack_size,shipping_class,configurable_variants
901120,,en,variant_family,configurable,SPIRITS/VODKA,,GREY GOOSE VODKA,GREY GOOSE VODKA,GREY GOOSE VODKA,1,1,,,,,,,,,grey-goose-vodka-901120,,,,,,,,,,,,0,,,,PLAIN,,20.82,,,,,,19.99,,No Shipping class,"sku=901120a,pack_size=Pack 1|sku=901120c,pack_size=Pack 2"
901120a,901120,en,variant_family,simple,SPIRITS/VODKA,,GREY GOOSE VODKA,GREY GOOSE VODKA,GREY GOOSE VODKA,1,0,,,,10,13.19,,,,grey-goose-vodka-901120a,,,,1,default=11,,,,19,1,,0,1X20CL,,,PLAIN,,20.82,,,,,,19.99,,No Shipping class,
901120c,901120,en,variant_family,simple,SPIRITS/VODKA,,GREY GOOSE VODKA,GREY GOOSE VODKA,GREY GOOSE VODKA,1,0,,,,10,157.49,,,,grey-goose-vodka-901120c,,,,1,default=11,,,,19,1,,0,12X1X20CL,12,,PLAIN,,20.82,,,,,,19.99,,No Shipping class,
87013,,en,variant_family,configurable,SPIRITS/VODKA,,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,1,1,,,,,,,,,grey-goose-watermelon-basil-vodka-87013,,,,,,,,,,,,3,,,,PLAIN,,20.01,,,,,,38.69,,No Shipping class,"sku=87013a,pack_size=Pack 1|sku=87013c,pack_size=Pack 2"
87013a,87013,en,variant_family,simple,SPIRITS/VODKA,,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,1,0,,,,10,25.79,,,,grey-goose-watermelon-basil-vodka-87013a,,,,1,default=21,,,,19,1,,3,1X70 CL,,,PLAIN,,20.01,,,,,,38.69,,No Shipping class,
87013c,87013,en,variant_family,simple,SPIRITS/VODKA,,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,GREY GOOSE WATERMELON & BASIL VODKA,1,0,,,,10,152.99,,,,grey-goose-watermelon-basil-vodka-87013c,,,,1,default=21,,,,19,1,,3,6X1X70 CL,6,,PLAIN,,20.01,,,,,,38.69,,No Shipping class,
900927,,en,variant_family,configurable,SPIRITS/BRANDY & COGNAC,,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,1,1,,,,,,,,,hennessy-very-special-cognac-900927,,,,,,,,,,,,4,,,,PLAIN,,38.83,,,,,,8.99,,No Shipping class,"sku=900927a,pack_size=Pack 1|sku=900927c,pack_size=Pack 2"
900927a,900927,en,variant_family,simple,SPIRITS/BRANDY & COGNAC,,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,1,0,,,,10,54.99,,,,hennessy-very-special-cognac-900927a,,,,1,default=32,,,,19,1,,4,12X10CL,,,PLAIN,,38.83,,,,,,8.99,,No Shipping class,
900927c,900927,en,variant_family,simple,SPIRITS/BRANDY & COGNAC,,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,HENNESSY VERY SPECIAL COGNAC,1,0,,,,10,439.89,,,,hennessy-very-special-cognac-900927c,,,,1,default=32,,,,19,1,,4,8X12X10CL,8,,PLAIN,,38.83,,,,,,8.99,,No Shipping class,
900886,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,HOEGAARDEN BEER NRB,HOEGAARDEN BEER NRB,HOEGAARDEN BEER NRB,1,1,,,,10,14.99,,,,hoegaarden-beer-nrb-900886,,,,1,default=2,,,,19,1,,2,6X750ML,,,PLAIN,,24.86,,,,,,3.99,,No Shipping class,
901142,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,HOLSTEN PILS BEER (6x4pk),HOLSTEN PILS BEER (6x4pk),HOLSTEN PILS BEER (6x4pk),1,1,,,,10,23.99,21.99,2025-05-05,2025-11-05,holsten-pils-beer-6x4pk-901142,,,,1,default=29,,,,19,1,,29,6X568ML,,,PLAIN,,31.36,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,6.99,,No Shipping class,
901143,,en,variant_family,simple,WINE/RED WINE,,***ISLA NEGRA SEA CAB SAUVI,***ISLA NEGRA SEA CAB SAUVI,***ISLA NEGRA SEA CAB SAUVI,1,1,,,,10,24.99,,,,isla-negra-sea-cab-sauvi-901143,,,,1,default=2,,,,19,1,,2,6x75CL,,,PLAIN,,44.4,,,,,,8.99,,No Shipping class,
901121,,en,variant_family,configurable,SPIRITS/WHISKY,,J&B RARE WHISKEY,J&B RARE WHISKEY,J&B RARE WHISKEY,1,1,,,,,,,,,jb-rare-whiskey-901121,,,,,,,,,,,,4,,,,PLAIN,,16.54,,,,,,22.99,,No Shipping class,"sku=901121a,pack_size=Pack 1|sku=901121c,pack_size=Pack 2"
901121a,901121,en,variant_family,simple,SPIRITS/WHISKY,,J&B RARE WHISKEY,J&B RARE WHISKEY,J&B RARE WHISKEY,1,0,,,,10,15.99,,,,jb-rare-whiskey-901121a,,,,1,default=27,,,,19,1,,4,1X70CL,,,PLAIN,,16.54,,,,,,22.99,,No Shipping class,
901121c,901121,en,variant_family,simple,SPIRITS/WHISKY,,J&B RARE WHISKEY,J&B RARE WHISKEY,J&B RARE WHISKEY,1,0,,,,10,93.99,,,,jb-rare-whiskey-901121c,,,,1,default=27,,,,19,1,,4,6X1X70CL,6,,PLAIN,,16.54,,,,,,22.99,,No Shipping class,
901144,,en,variant_family,simple,WINE/WHITE WINE,,J.P CHENET COLOMBARD CHARDONNAY,J.P CHENET COLOMBARD CHARDONNAY,J.P CHENET COLOMBARD CHARDONNAY,1,1,,,,10,32.99,,,,jp-chenet-colombard-chardonnay-901144,,,,1,default=3,,,,19,1,,3,6X75CL,,,PLAIN,,26.61,,,,,,8.99,,No Shipping class,
900887,,en,variant_family,simple,WINE/RED WINE,,J.P CHENET MEDIUM SWEET RED,J.P CHENET MEDIUM SWEET RED,J.P CHENET MEDIUM SWEET RED,1,1,,,,10,32.99,,,,jp-chenet-medium-sweet-red-900887,,,,1,default=2,,,,19,1,,2,6X75CL,,,PLAIN,,17.42,,,,,,7.99,,No Shipping class,
901400,,en,variant_family,simple,WINE/WHITE WINE,,JACK RABBIT SAUVINNON BLAC,JACK RABBIT SAUVINNON BLAC,JACK RABBIT SAUVINNON BLAC,1,1,,,,10,19.49,,,,jack-rabbit-sauvinnon-blac-901400,,,,1,default=2,,,,19,1,,2,12X187ML,,,PLAIN,,21.73,,,,,,2.49,,No Shipping class,
900930,,en,variant_family,simple,WINE/RED WINE,,JACK RABBIT SHIRAZ,JACK RABBIT SHIRAZ,JACK RABBIT SHIRAZ,1,1,,,,10,19.49,,,,jack-rabbit-shiraz-900930,,,,1,default=4,,,,19,1,,4,12X187ML,,,PLAIN,,44.15,,,,,,3.49,,No Shipping class,
900888,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER,JAGERMEISTER,JAGERMEISTER,1,1,,,,,,,,,jagermeister-900888,,,,,,,,,,,,3,,,,PLAIN,,20.03,,,,,,14.99,,No Shipping class,"sku=900888a,pack_size=Pack 1|sku=900888c,pack_size=Pack 2"
900888a,900888,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER,JAGERMEISTER,JAGERMEISTER,1,0,,,,10,9.99,,,,jagermeister-900888a,,,,1,default=18,,,,19,1,,3,1X35CL,,,PLAIN,,20.03,,,,,,14.99,,No Shipping class,
900888c,900888,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER,JAGERMEISTER,JAGERMEISTER,1,0,,,,10,59.89,,,,jagermeister-900888c,,,,1,default=18,,,,19,1,,3,6X1X35CL,6,,PLAIN,,20.03,,,,,,14.99,,No Shipping class,
900889,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,1,1,,,,,,,,,jagermeister-pmp-ps1249-900889,,,,,,,,,,,,2,,,,PMP,,20.35,,,,,,12.49,,No Shipping class,"sku=900889a,pack_size=Pack 1|sku=900889c,pack_size=Pack 2"
900889a,900889,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,1,0,,,,10,8.29,,,,jagermeister-pmp-ps1249-900889a,,,,1,default=17,,,,19,1,,2,1X35CL,,,PMP,,20.35,,,,,,12.49,,No Shipping class,
900889c,900889,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,***JAGERMEISTER PMP £12.49,1,0,,,,10,48.99,,,,jagermeister-pmp-ps1249-900889c,,,,1,default=17,,,,19,1,,2,6X1X35CL,6,,PMP,,20.35,,,,,,12.49,,No Shipping class,
110604,,en,variant_family,configurable,SPIRITS/BRANDY & COGNAC,,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,1,1,,,,,,,,,jules-clairon-napolean-brandy-pmps1799-110604,,,,,,,,,,,,7,,,,PMP,,20.69,,,,,,17.99,,No Shipping class,"sku=110604a,pack_size=Pack 1|sku=110604c,pack_size=Pack 2"
110604a,110604,en,variant_family,simple,SPIRITS/BRANDY & COGNAC,,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,1,0,,,,10,11.89,,,,jules-clairon-napolean-brandy-pmps1799-110604a,,,,1,default=43,,,,19,1,,7,1X70CL,,,PMP,,20.69,,,,,,17.99,,No Shipping class,
110604c,110604,en,variant_family,simple,SPIRITS/BRANDY & COGNAC,,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,JULES CLAIRON NAPOLEAN BRANDY PM£17.99,1,0,,,,10,69.99,,,,jules-clairon-napolean-brandy-pmps1799-110604c,,,,1,default=43,,,,19,1,,7,6X1X70CL,6,,PMP,,20.69,,,,,,17.99,,No Shipping class,
10500,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,1,1,,,,,,,,,jagermeister-pmps1699-10500,,,,,,,,,,,,4,,,,PMP,,17.43,,,,,,16.99,,No Shipping class,"sku=10500a,pack_size=Pack 1|sku=10500c,pack_size=Pack 2"
10500a,10500,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,1,0,,,,10,11.69,,,,jagermeister-pmps1699-10500a,,,,1,default=28,,,,19,1,,4,1X50CL,,,PMP,,17.43,,,,,,16.99,,No Shipping class,
10500c,10500,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,JAGERMEISTER PM£16.99,1,0,,,,10,69.79,,,,jagermeister-pmps1699-10500c,,,,1,default=28,,,,19,1,,4,6X1X50CL,6,,PMP,,17.43,,,,,,16.99,,No Shipping class,
900890,,en,variant_family,simple,WINE/WHITE WINE,,JP CHENET COLOMBARD CHARDONNAY,JP CHENET COLOMBARD CHARDONNAY,JP CHENET COLOMBARD CHARDONNAY,1,1,,,,10,10.79,,,,jp-chenet-colombard-chardonnay-900890,,,,1,default=3,,,,19,1,,3,6X187ML,,,PLAIN,,27.83,,,,,,2.99,,No Shipping class,
900891,,en,variant_family,simple,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,JP CHENET SPARKLING BRUT,JP CHENET SPARKLING BRUT,JP CHENET SPARKLING BRUT,1,1,,,,10,32.99,,,,jp-chenet-sparkling-brut-900891,,,,1,default=3,,,,19,1,,3,6X75CL,,,PLAIN,,17.42,,,,,,7.99,,No Shipping class,
900931,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/CIDER",,K CIDER CAN,K CIDER CAN,K CIDER CAN,1,1,,,,10,22.89,20.99,2025-05-05,2025-11-05,k-cider-can-900931,,,,1,default=155,,,,19,1,,155,6X500ML,,,PLAIN,,51.76,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,9.49,,No Shipping class,
900893,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,KEO FINE BEER,KEO FINE BEER,KEO FINE BEER,1,1,,,,10,8.99,,,,keo-fine-beer-900893,,,,1,default=3,,,,19,1,,3,6x630ML,,,PLAIN,,45.35,,,,,,3.29,,No Shipping class,
53672,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,KESTREL SUPER PREMIUM LAGER CANS,KESTREL SUPER PREMIUM LAGER CANS,KESTREL SUPER PREMIUM LAGER CANS,1,1,,,,10,47.79,,,,kestrel-super-premium-lager-cans-53672,,,,1,default=5,,,,19,1,,5,24x500ML,,,PLAIN,,14.05,,,,,,2.78,,No Shipping class,
900933,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/CIDER",,KOPPARBERG CHERRY STORM 250ML,KOPPARBERG CHERRY STORM 250ML,KOPPARBERG CHERRY STORM 250ML,1,1,,,,10,11.99,,,,kopparberg-cherry-storm-250ml-900933,,,,1,default=5,,,,19,1,,5,12X250ML,,,PLAIN,,51.85,,,,,,2.49,,No Shipping class,
900935,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/CIDER",,KOPPARBERG STRAWBERRY COSMO,KOPPARBERG STRAWBERRY COSMO,KOPPARBERG STRAWBERRY COSMO,1,1,,,,10,12.29,,,,kopparberg-strawberry-cosmo-900935,,,,1,default=3,,,,19,1,,3,12X250ML,,,PLAIN,,50.64,,,,,,2.49,,No Shipping class,
900894,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,KRONENBOURG BIERE 1664 CAN 4PK PMP £6.25,KRONENBOURG BIERE 1664 CAN 4PK PMP £6.25,KRONENBOURG BIERE 1664 CAN 4PK PMP £6.25,1,1,,,,10,19.99,16.99,2025-05-05,2025-11-05,kronenbourg-biere-1664-can-4pk-pmp-ps625-900894,,,,1,default=27,,,,19,1,,27,6X440ML,,,PMP,,36.03,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,6.25,,No Shipping class,
900936,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,KRONENBOURG 1664 NRB 12PK,KRONENBOURG 1664 NRB 12PK,KRONENBOURG 1664 NRB 12PK,1,1,,,,10,9.79,,,,kronenbourg-1664-nrb-12pk-900936,,,,1,default=4,,,,19,1,,4,12X275ML,,,PLAIN,,34.3,,,,,,1.49,,No Shipping class,
900895,,en,variant_family,configurable,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LANSON ROSE NV,LANSON ROSE NV,LANSON ROSE NV,1,1,,,,,,,,,lanson-rose-nv-900895,,,,,,,,,,,,0,,,,PLAIN,,22.45,,,,,,40.99,,No Shipping class,"sku=900895a,pack_size=Pack 1|sku=900895c,pack_size=Pack 2"
900895a,900895,en,variant_family,simple,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LANSON ROSE NV,LANSON ROSE NV,LANSON ROSE NV,1,0,,,,10,26.49,,,,lanson-rose-nv-900895a,,,,1,default=5,,,,19,1,,0,1X75CL,,,PLAIN,,22.45,,,,,,40.99,,No Shipping class,
900895c,900895,en,variant_family,simple,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LANSON ROSE NV,LANSON ROSE NV,LANSON ROSE NV,1,0,,,,10,158.99,,,,lanson-rose-nv-900895c,,,,1,default=5,,,,19,1,,0,6X1X75CL,6,,PLAIN,,22.45,,,,,,40.99,,No Shipping class,
900896,,en,variant_family,configurable,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,1,1,,,,,,,,,laurent-perrier-brut-nv-900896,,,,,,,,,,,,1,,,,PLAIN,,24.45,,,,,,53.99,,No Shipping class,"sku=900896a,pack_size=Pack 1|sku=900896c,pack_size=Pack 2"
900896a,900896,en,variant_family,simple,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,1,0,,,,10,33.99,,,,laurent-perrier-brut-nv-900896a,,,,1,default=10,,,,19,1,,1,1X75CL,,,PLAIN,,24.45,,,,,,53.99,,No Shipping class,
900896c,900896,en,variant_family,simple,"WINE/PROSECCO, CHAMPAGNE & SPARKLING WINE",,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,LAURENT PERRIER BRUT NV,1,0,,,,10,203.89,,,,laurent-perrier-brut-nv-900896c,,,,1,default=10,,,,19,1,,1,6X1X75CL,6,,PLAIN,,24.45,,,,,,53.99,,No Shipping class,
900897,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,LEFFE BEER BLONDE,LEFFE BEER BLONDE,LEFFE BEER BLONDE,1,1,,,,10,15.49,,,,leffe-beer-blonde-900897,,,,1,default=3,,,,19,1,,3,6X750ML,,,PLAIN,,37.92,,,,,,4.99,,No Shipping class,
900898,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,LEFFE BEER BRUNE,LEFFE BEER BRUNE,LEFFE BEER BRUNE,1,1,,,,10,15.99,,,,leffe-beer-brune-900898,,,,1,default=2,,,,19,1,,2,6x750ML,,,PLAIN,,35.91,,,,,,4.99,,No Shipping class,
900939,,en,variant_family,simple,WINE/ROSE WINE,,PINK LADY,PINK LADY,PINK LADY,1,1,,,,10,22.99,22.49,2025-05-05,2025-11-05,pink-lady-900939,,,,1,default=9,,,,19,1,,9,12X75CL,,,PLAIN,,32.18,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,3.39,,No Shipping class,
900940,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,SCHOFFERHOFER HEFEWEIZEN,SCHOFFERHOFER HEFEWEIZEN,SCHOFFERHOFER HEFEWEIZEN,1,1,,,,10,17.99,,,,schofferhofer-hefeweizen-900940,,,,1,default=3,,,,19,1,,3,12X500ML,,,PLAIN,,27.75,,,,,,2.49,,No Shipping class,
901403,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,1,1,,,,,,,,,sourz-passion-fruit-sour-liqueur-901403,,,,,,,,,,,,2,,,,PLAIN,,27.83,,,,,,11.29,,No Shipping class,"sku=901403a,pack_size=Pack 1|sku=901403c,pack_size=Pack 2"
901403a,901403,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,1,0,,,,10,6.79,,,,sourz-passion-fruit-sour-liqueur-901403a,,,,1,default=13,,,,19,1,,2,1X70CL,,,PLAIN,,27.83,,,,,,11.29,,No Shipping class,
901403c,901403,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,SOURZ PASSION FRUIT SOUR LIQUEUR,1,0,,,,10,39.99,,,,sourz-passion-fruit-sour-liqueur-901403c,,,,1,default=13,,,,19,1,,2,6X1X70CL,6,,PLAIN,,27.83,,,,,,11.29,,No Shipping class,
900942,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,SPECIAL BREW,SPECIAL BREW,SPECIAL BREW,1,1,,,,10,36.99,,,,special-brew-900942,,,,1,default=16,,,,19,1,,16,24x500ML,,,PLAIN,,53.65,,,,,,3.99,,No Shipping class,
900943,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,1,1,,,,,,,,,tequila-rose-strawberry-liqueur-900943,,,,,,,,,,,,2,,,,PLAIN,,44.32,,,,,,2.39,,No Shipping class,"sku=900943a,pack_size=Pack 1|sku=900943c,pack_size=Pack 2"
900943a,900943,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,1,0,,,,10,11.09,,,,tequila-rose-strawberry-liqueur-900943a,,,,1,default=13,,,,19,1,,2,10X5CL,,,PLAIN,,44.32,,,,,,2.39,,No Shipping class,
900943c,900943,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,TEQUILA ROSE STRAWBERRY LIQUEUR,1,0,,,,10,65.99,,,,tequila-rose-strawberry-liqueur-900943c,,,,1,default=13,,,,19,1,,2,6X10X5CL,6,,PLAIN,,44.32,,,,,,2.39,,No Shipping class,
900944,,en,variant_family,simple,WINE/RED WINE,,TRIVENTO RES/MALBEC 187ML,TRIVENTO RES/MALBEC 187ML,TRIVENTO RES/MALBEC 187ML,1,1,,,,10,19.99,,,,trivento-resmalbec-187ml-900944,,,,1,default=4,,,,19,1,,4,12x187ML,,,PLAIN,,33.14,,,,,,2.99,,No Shipping class,
900945,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,TYSKIE NRB ALC 5.5%,TYSKIE NRB ALC 5.5%,TYSKIE NRB ALC 5.5%,1,1,,,,10,23.79,,,,tyskie-nrb-alc-55-900945,,,,1,default=2,,,,19,1,,2,20X500ML,,,PLAIN,,42.67,,,,,,2.49,,No Shipping class,
900899,,en,variant_family,simple,WINE/WHITE WINE,,VILLA MARIA CHARDONNAY,VILLA MARIA CHARDONNAY,VILLA MARIA CHARDONNAY,1,1,,,,10,44.99,,,,villa-maria-chardonnay-900899,,,,1,default=2,,,,19,1,,2,6X75CL,,,PLAIN,,30.73,,,,,,12.99,,No Shipping class,
900901,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/READY TO DRINK",,WKD BLUE,WKD BLUE,WKD BLUE,1,1,,,,10,19.99,,,,wkd-blue-900901,,,,1,default=4,,,,19,1,,4,24X275ML,,,PLAIN,,32.92,,,,,,1.49,,No Shipping class,
900902,,en,variant_family,configurable,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,YENI RAKI APERITIF,YENI RAKI APERITIF,YENI RAKI APERITIF,1,1,,,,,,,,,yeni-raki-aperitif-900902,,,,,,,,,,,,3,,,,PLAIN,,15.55,,,,,,25.99,,No Shipping class,"sku=900902a,pack_size=Pack 1|sku=900902c,pack_size=Pack 2"
900902a,900902,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,YENI RAKI APERITIF,YENI RAKI APERITIF,YENI RAKI APERITIF,1,0,,,,10,18.29,,,,yeni-raki-aperitif-900902a,,,,1,default=18,,,,19,1,,3,1X70CL,,,PLAIN,,15.55,,,,,,25.99,,No Shipping class,
900902c,900902,en,variant_family,simple,"SPIRITS/TEQUILA, LIQUEURS & APERITIFS",,YENI RAKI APERITIF,YENI RAKI APERITIF,YENI RAKI APERITIF,1,0,,,,10,108.99,,,,yeni-raki-aperitif-900902c,,,,1,default=18,,,,19,1,,3,6X1X70CL,6,,PLAIN,,15.55,,,,,,25.99,,No Shipping class,
55060,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,FOSTERS 4PACK PM£5.69,FOSTERS 4PACK PM£5.69,FOSTERS 4PACK PM£5.69,1,1,,,,10,17.79,,,,fosters-4pack-pmps569-55060,,,,1,default=89,,,,19,1,,89,6X440ML,,,PMP,,37.47,,,,,,5.69,,No Shipping class,
55324,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,FOSTERS LAGER PINT CAN 4PACK PM 6.75,FOSTERS LAGER PINT CAN 4PACK PM 6.75,FOSTERS LAGER PINT CAN 4PACK PM 6.75,1,1,,,,10,23.99,,,,fosters-lager-pint-can-4pack-pm-675-55324,,,,1,default=212,,,,19,1,,212,6X568ML,,,PMP,,28.92,,,,,,6.75,,No Shipping class,
79203,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,FOSTERS LAGER PINT CAN 4PACK,FOSTERS LAGER PINT CAN 4PACK,FOSTERS LAGER PINT CAN 4PACK,1,1,,,,10,23.99,21.99,2025-05-05,2025-11-05,fosters-lager-pint-can-4pack-79203,,,,1,default=61,,,,19,1,,61,6X568ML,,,PLAIN,,31.36,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,6.99,,No Shipping class,
136546,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER",,FOSTERS LAGER 10PACK,FOSTERS LAGER 10PACK,FOSTERS LAGER 10PACK,1,1,,,,10,8.29,,,,fosters-lager-10pack-136546,,,,1,default=7,,,,19,1,,7,1x440ML,,,PLAIN,,33.64,,,,,,14.99,,No Shipping class,
902533,,en,variant_family,simple,"BEER, CIDER, ALCOHOL FREE & READY TO DRINK/READY TO DRINK",,DESPERADO MOJITO RTD 5.9% 330ML,DESPERADO MOJITO RTD 5.9% 330ML,DESPERADO MOJITO RTD 5.9% 330ML,1,1,,,,10,14.89,13.49,2025-05-05,2025-11-05,desperado-mojito-rtd-59-330ml-902533,,,,1,default=8,,,,19,1,,8,12X330ML,,,PLAIN,,34.98,,2025 WEEK 18 PROMOTION,2025-05-05,2025-11-05,,2.29,,No Shipping class,
