"sku","parent_sku","locale","attribute_family_code","type","categories","images","name","description","short_description","status","visible_individually","length","width","height","weight","price","special_price","special_price_from","special_price_to","url_key","meta_title","meta_keywords","meta_description","manage_stock","inventories","related_skus","cross_sell_skus","up_sell_skus","tax_status","tax_category_id","global_unique_id","cases_in_stock","custom_product_subtitle","pack_quantity","low_stock_amount","pmp_or_not","max_order","por_percentage","product_size","prom_id","prom_start","promo_end","total_sales","rrp_price","outer_pack_size","shipping_class","configurable_variants","priority","errors"
"39605","","en","variant_family","simple","WINE/PERRY","39605.webp","BELLARINI BIANCO","BELLARINI BIANCO","BELLARINI BIANCO","1","1","","","","10","10.39","0","01/09/2025","07/09/2025","bellarini-bianco-39605","","","","33","default=34","","","","19","1","","33","12x75CL","","","PLAIN","0","37.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.69","","No Shipping class","0","1",""
"39250","","en","variant_family","simple","BEER, CIDER, ALCOHOL FREE & READY TO DRINK/CIDER","39250.webp","BLACK STORM CIDER CAN PM£1.29","BLACK STORM CIDER CAN PM£1.29","BLACK STORM CIDER CAN PM£1.29","1","1","","","","10","17.99","17.89","01/09/2025","07/09/2025","black-storm-cider-can-pmps129-39250","","","","144","default=113","","","","19","1","","144","24x500ML","","","PMP","0","27.17","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","2",""
"39600","","en","variant_family","simple","BEER, CIDER, ALCOHOL FREE & READY TO DRINK/CIDER","0","WHITE STORM CIDER PM £5.69","WHITE STORM CIDER PM £5.69","WHITE STORM CIDER PM £5.69","1","1","","","","10","13.29","0","01/09/2025","07/09/2025","white-storm-cider-pm-ps569-39600","","","","19","default=54","","","","19","1","","19","4x2.5LTR","","","PMP","0","28.88","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","5.69","","No Shipping class","0","3",""
"151613","","en","variant_family","configurable","SOFT DRINK/JUICES","151613.webp","MOGU MOGU PINEAPPLE","MOGU MOGU PINEAPPLE","MOGU MOGU PINEAPPLE","1","1","","","","0","0","0","01/09/2025","07/09/2025","mogu-mogu-pineapple-151613","","","","7","0","","","","0","0","","1","6x320ML","","","PLAIN","10","28.62","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.09","","No Shipping class","sku=151613a,pack_size=Pack 1|sku=151613c,pack_size=Pack 2","4","The special price field must be less than 0."
"151423","","en","variant_family","configurable","SOFT DRINK/JUICES","151423.webp","MOGU MOGU ORANGE","MOGU MOGU ORANGE","MOGU MOGU ORANGE","1","1","","","","0","0","0","01/09/2025","07/09/2025","mogu-mogu-orange-151423","","","","22","0","","","","0","0","","5","6x320ML","","","PLAIN","10","32.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.16","","No Shipping class","sku=151423a,pack_size=Pack 1|sku=151423c,pack_size=Pack 2","5","The special price field must be less than 0."
"151425","","en","variant_family","configurable","SOFT DRINK/JUICES","151425.webp","MOGU MOGU PASSION FRUIT","MOGU MOGU PASSION FRUIT","MOGU MOGU PASSION FRUIT","1","1","","","","0","0","0","01/09/2025","07/09/2025","mogu-mogu-passion-fruit-151425","","","","5","0","","","","0","0","","1","6x320ML","","","PLAIN","10","32.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.16","","No Shipping class","sku=151425a,pack_size=Pack 1|sku=151425c,pack_size=Pack 2","6","The special price field must be less than 0."
"151424","","en","variant_family","configurable","SOFT DRINK/JUICES","0","MOGU MOGU PINK GUAVA","MOGU MOGU PINK GUAVA","MOGU MOGU PINK GUAVA","1","1","","","","0","0","0","01/09/2025","07/09/2025","mogu-mogu-pink-guava-151424","","","","3","0","","","","0","0","","0","6x320ML","","","PLAIN","10","32.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.16","","No Shipping class","sku=151424a,pack_size=Pack 1|sku=151424c,pack_size=Pack 2","7","The special price field must be less than 0."
"151627","","en","variant_family","configurable","SOFT DRINK/JUICES","151627.webp","MOGU MOGU MELON","MOGU MOGU MELON","MOGU MOGU MELON","1","1","","","","0","0","0","01/09/2025","07/09/2025","mogu-mogu-melon-151627","","","","12","0","","","","0","0","","3","6x320ML","","","PLAIN","10","32.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.16","","No Shipping class","sku=151627a,pack_size=Pack 1|sku=151627c,pack_size=Pack 2","8","The special price field must be less than 0."
"903359","","en","variant_family","configurable","GROCERY/OIL & GHEE","903359.webp","CRYSTAL PURE SUNFLOWER OIL","CRYSTAL PURE SUNFLOWER OIL","CRYSTAL PURE SUNFLOWER OIL","1","1","","","","0","0","0","01/09/2025","07/09/2025","crystal-pure-sunflower-oil-903359","","","","8024","0","","","","0","0","","2674","1x5 LTR","","","PLAIN","0","18.65","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","7.99","","No Shipping class","sku=903359a,pack_size=Pack 1|sku=903359c,pack_size=Pack 2","9","The special price field must be less than 0."
"901994","","en","variant_family","simple","HOT DRINKS/TEA","901994.webp","WAGH BAKRI TEA 1KG","WAGH BAKRI TEA 1KG","WAGH BAKRI TEA 1KG","1","1","","","","10","6.59","6.49","01/09/2025","07/09/2025","wagh-bakri-tea-1kg-901994","","","","42","default=18","","","","19","3","","3","1x1KG","","","PLAIN","0","18.85","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","8.49","","No Shipping class","0","10",""
"903299","","en","variant_family","simple","CRISPS AND SNACKS/ETHNIC SNACKS","903299.webp","KURKURE SOLID MASTI","KURKURE SOLID MASTI","KURKURE SOLID MASTI","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","kurkure-solid-masti-903299","","","","12","default=3","","","","19","1","","12","30x100G","","","PLAIN","0","11.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.59","","No Shipping class","0","11",""
"22045","","en","variant_family","simple","SOFT DRINK/ENERGY DRINKS","22045.webp","BOOST ENERGY DRINK REG(BOTTEL) PM£1.00","BOOST ENERGY DRINK REG(BOTTEL) PM£1.00","BOOST ENERGY DRINK REG(BOTTEL) PM£1.00","1","1","","","","10","6.79","0","01/09/2025","07/09/2025","boost-energy-drink-regbottel-pmps100-22045","","","","82","default=4","","","","19","1","","82","12x500ML","","","PMP","10","30.1","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1","","No Shipping class","0","12",""
"903293","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","903293.webp","RUBICON SPARKLING MANGO £1.19","RUBICON SPARKLING MANGO £1.19","RUBICON SPARKLING MANGO £1.19","1","1","","","","10","7.99","0","01/09/2025","07/09/2025","rubicon-sparkling-mango-ps119-903293","","","","55","default=32","","","","19","1","","55","12x500ML","","","PMP","10","31.18","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","13",""
"903294","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","903294.webp","RUBICON SPARKLING PASSION PM £1.19","RUBICON SPARKLING PASSION PM £1.19","RUBICON SPARKLING PASSION PM £1.19","1","1","","","","10","7.99","0","01/09/2025","07/09/2025","rubicon-sparkling-passion-pm-ps119-903294","","","","36","default=26","","","","19","1","","36","12x500ML","","","PMP","10","31.18","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","14",""
"86236","","en","variant_family","simple","SOFT DRINK/ENERGY DRINKS","86236.webp","BOOST ENERGY DRINK CAN ORIGINAL PM75P","BOOST ENERGY DRINK CAN ORIGINAL PM75P","BOOST ENERGY DRINK CAN ORIGINAL PM75P","1","1","","","","10","7.39","6.19","01/09/2025","07/09/2025","boost-energy-drink-can-original-pm75p-86236","","","","294","default=122","","","","19","1","","294","24x250ML","","","PMP","10","49.4","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.75","","No Shipping class","0","15",""
"25117","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25117.webp","BARR CHERRYADE PM£1.19","BARR CHERRYADE PM£1.19","BARR CHERRYADE PM£1.19","1","1","","","","10","4.19","3.99","01/09/2025","07/09/2025","barr-cherryade-pmps119-25117","","","","16","default=14","","","","19","1","","16","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","16",""
"25124","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25124.webp","BARR LEMONADE PM £1.19","BARR LEMONADE PM £1.19","BARR LEMONADE PM £1.19","1","1","","","","10","4.19","3.99","01/09/2025","07/09/2025","barr-lemonade-pm-ps119-25124","","","","15","default=22","","","","19","1","","15","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","17",""
"25135","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25135.webp","BARRS COLA PM£1.19","BARRS COLA PM£1.19","BARRS COLA PM£1.19","1","1","","","","10","4.19","0","01/09/2025","07/09/2025","barrs-cola-pmps119-25135","","","","15","default=8","","","","19","1","","15","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","18",""
"25145","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25145.webp","***BARR LIMEADE PM £1.19","***BARR LIMEADE PM £1.19","***BARR LIMEADE PM £1.19","1","1","","","","10","3.99","0","01/09/2025","07/09/2025","barr-limeade-pm-ps119-25145","","","","10","default=11","","","","19","1","","10","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","19",""
"25146","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","0","BARRS BUBBLEGUM PM£1.19","BARRS BUBBLEGUM PM£1.19","BARRS BUBBLEGUM PM£1.19","1","1","","","","10","4.19","0","01/09/2025","07/09/2025","barrs-bubblegum-pmps119-25146","","","","12","default=3","","","","19","1","","12","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","20",""
"25159","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25159.webp","BARR AMERICAN CREAM SODA PET PM £1.19","BARR AMERICAN CREAM SODA PET PM £1.19","BARR AMERICAN CREAM SODA PET PM £1.19","1","1","","","","10","4.19","3.99","01/09/2025","07/09/2025","barr-american-cream-soda-pet-pm-ps119-25159","","","","16","default=17","","","","19","1","","16","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","21",""
"25189","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25189.webp","BARR ORANGEADE PM£1.19","BARR ORANGEADE PM£1.19","BARR ORANGEADE PM£1.19","1","1","","","","10","3.99","0","01/09/2025","07/09/2025","barr-orangeade-pmps119-25189","","","","9","default=3","","","","19","1","","9","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","22",""
"25336","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","25336.webp","***BARR RASPBERRYADE PM £1.19","***BARR RASPBERRYADE PM £1.19","***BARR RASPBERRYADE PM £1.19","1","1","","","","10","3.99","0","01/09/2025","07/09/2025","barr-raspberryade-pm-ps119-25336","","","","8","default=7","","","","19","1","","8","6x2LTR","","","PMP","10","26.22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","23",""
"25119","","en","variant_family","simple","SOFT DRINK/JUICES","25119.webp","KA STILL PINEAPPLE PM1.19","KA STILL PINEAPPLE PM1.19","KA STILL PINEAPPLE PM1.19","1","1","","","","10","8.39","7.99","01/09/2025","07/09/2025","ka-still-pineapple-pm119-25119","","","","25","default=23","","","","19","1","","25","12x1LTR","","","PMP","10","27.82","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","24",""
"158180","","en","variant_family","simple","SOFT DRINK/JUICES","158180.webp","KA STILL FRUIT PUNCH PM£1.19","KA STILL FRUIT PUNCH PM£1.19","KA STILL FRUIT PUNCH PM£1.19","1","1","","","","10","8.39","7.99","01/09/2025","07/09/2025","ka-still-fruit-punch-pmps119-158180","","","","55","default=29","","","","19","1","","55","12x1LTR","","","PMP","10","27.82","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","25",""
"158365","","en","variant_family","simple","SOFT DRINK/JUICES","158365.webp","KA STILL BLACK GRAPE PM£1.19","KA STILL BLACK GRAPE PM£1.19","KA STILL BLACK GRAPE PM£1.19","1","1","","","","10","8.39","7.99","01/09/2025","07/09/2025","ka-still-black-grape-pmps119-158365","","","","39","default=18","","","","19","1","","39","12x1LTR","","","PMP","10","27.82","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","26",""
"158367","","en","variant_family","simple","SOFT DRINK/JUICES","158367.webp","KA STILL STRAWBERRY PM£1.19","KA STILL STRAWBERRY PM£1.19","KA STILL STRAWBERRY PM£1.19","1","1","","","","10","8.39","7.99","01/09/2025","07/09/2025","ka-still-strawberry-pmps119-158367","","","","41","default=16","","","","19","1","","41","12x1LTR","","","PMP","10","27.82","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","27",""
"72124","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","0","RUBICON SPARKLING GUAVA PM £1.19","RUBICON SPARKLING GUAVA PM £1.19","RUBICON SPARKLING GUAVA PM £1.19","1","1","","","","10","7.99","0","01/09/2025","07/09/2025","rubicon-sparkling-guava-pm-ps119-72124","","","","26","default=7","","","","19","1","","26","12x500ML","","","PMP","10","31.18","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","28",""
"902235","","en","variant_family","configurable","SPIRITS/WHISKY","0","JACK DANIELS PMP £23.49","JACK DANIELS PMP £23.49","JACK DANIELS PMP £23.49","1","1","","","","0","0","0","01/09/2025","07/09/2025","jack-daniels-pmp-ps2349-902235","","","","108","0","","","","0","0","","18","1x70CL","","","PMP","0","20.36","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","23.49","","No Shipping class","sku=902235a,pack_size=Pack 1|sku=902235c,pack_size=Pack 2","29","The special price field must be less than 0."
"902925","","en","variant_family","simple","BEER, CIDER, ALCOHOL FREE & READY TO DRINK/READY TO DRINK","0","JACK DANIELS & COLA CAN PMP£2.39","JACK DANIELS & COLA CAN PMP£2.39","JACK DANIELS & COLA CAN PMP£2.39","1","1","","","","10","14.99","13.99","01/09/2025","07/09/2025","jack-daniels-cola-can-pmpps239-902925","","","","89","default=68","","","","19","1","","89","12x330ML","","","PMP","0","35.19","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.39","","No Shipping class","0","30",""
"184603","","en","variant_family","configurable","SPIRITS/WHISKY","0","JACK DANIELS MINATURE","JACK DANIELS MINATURE","JACK DANIELS MINATURE","1","1","","","","0","0","0","01/09/2025","07/09/2025","jack-daniels-minature-184603","","","","239","0","","","","0","0","","19","10x5CL","","","PLAIN","0","17.16","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","sku=184603a,pack_size=Pack 1|sku=184603c,pack_size=Pack 2","31","The special price field must be less than 0."
"59164","","en","variant_family","configurable","SPIRITS/WHISKY","59164.webp","JACK DANIELS PMP £13.99","JACK DANIELS PMP £13.99","JACK DANIELS PMP £13.99","1","1","","","","0","0","0","01/09/2025","07/09/2025","jack-daniels-pmp-ps1399-59164","","","","186","0","","","","0","0","","31","1x35CL","","","PMP","0","25.46","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","13.99","","No Shipping class","sku=59164a,pack_size=Pack 1|sku=59164c,pack_size=Pack 2","32","The special price field must be less than 0."
"59167","","en","variant_family","configurable","SPIRITS/WHISKY","0","***JACK DANIELS APPLE PM £12.99","***JACK DANIELS APPLE PM £12.99","***JACK DANIELS APPLE PM £12.99","1","1","","","","0","0","0","01/09/2025","07/09/2025","jack-daniels-apple-pm-ps1299-59167","","","","72","0","","","","0","0","","12","1x35CL","","","PMP","0","16.95","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","12.99","","No Shipping class","sku=59167a,pack_size=Pack 1|sku=59167c,pack_size=Pack 2","33","The special price field must be less than 0."
"903588","","en","variant_family","simple","BEER, CIDER, ALCOHOL FREE & READY TO DRINK/BEER & LAGER","903588.webp","CARLING LAGER 6X4X440ML PM £5.49","CARLING LAGER 6X4X440ML PM £5.49","CARLING LAGER 6X4X440ML PM £5.49","1","1","","","","10","16.49","0","01/09/2025","07/09/2025","carling-lager-6x4x440ml-pm-ps549-903588","","","","6","default=1","","","","19","1","","6","6x440ML","","","PMP","0","34.46","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","5.49","","No Shipping class","0","34",""
"903355","","en","variant_family","simple","SOFT DRINK/COLD BEVERAGES","903355.webp","LIPTON ICE TEA MANGO","LIPTON ICE TEA MANGO","LIPTON ICE TEA MANGO","1","1","","","","10","7.89","5.69","01/09/2025","07/09/2025","lipton-ice-tea-mango-903355","","","","21","default=18","","","","19","1","","21","6x1.25LT","","","PLAIN","10","18.69","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","0","35",""
"50396","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","0","PEPSI DIET CAN PM85P","PEPSI DIET CAN PM85P","PEPSI DIET CAN PM85P","1","1","","","","10","9.39","0","01/09/2025","07/09/2025","pepsi-diet-can-pm85p-50396","","","","4","default=3","","","","19","1","","4","24x330ML","","","PMP","10","43.59","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.85","","No Shipping class","0","36",""
"99464","","en","variant_family","simple","SOFT DRINK/COLD BEVERAGES","99464.webp","LIPTON ICE TEA PEACH","LIPTON ICE TEA PEACH","LIPTON ICE TEA PEACH","1","1","","","","10","7.89","5.69","01/09/2025","07/09/2025","lipton-ice-tea-peach-99464","","","","29","default=7","","","","19","1","","29","6x1.25LTR","","","PLAIN","10","18.69","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","0","37",""
"99465","","en","variant_family","simple","SOFT DRINK/COLD BEVERAGES","99465.webp","LIPTON ICE TEA LEMON","LIPTON ICE TEA LEMON","LIPTON ICE TEA LEMON","1","1","","","","10","7.89","5.69","01/09/2025","07/09/2025","lipton-ice-tea-lemon-99465","","","","15","default=10","","","","19","1","","15","6x1.25LTR","","","PLAIN","10","18.69","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","0","38",""
"40282","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","40282.webp","PEPSI MAX PM£1.35","PEPSI MAX PM£1.35","PEPSI MAX PM£1.35","1","1","","","","10","8.49","0","01/09/2025","07/09/2025","pepsi-max-pmps135-40282","","","","49","default=8","","","","19","1","","49","12x500ML","","","PMP","10","35.63","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.35","","No Shipping class","0","39",""
"902584","","en","variant_family","configurable","CONFECTIONERY/CHOCOLATES","902584.webp","LINDOR ASSORTED CORNET","LINDOR ASSORTED CORNET","LINDOR ASSORTED CORNET","1","1","","","","0","0","0","01/09/2025","07/09/2025","lindor-assorted-cornet-902584","","","","13","0","","","","0","0","","1","1x200G","","","PLAIN","0","4.04","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","6.49","","No Shipping class","sku=902584a,pack_size=Pack 1|sku=902584c,pack_size=Pack 2","40","The special price field must be less than 0."
"903366","","en","variant_family","simple","CONFECTIONERY/CHOCOLATES","903366.webp","CADBURY DAIRY MILK DAIM PMP £1.69","CADBURY DAIRY MILK DAIM PMP £1.69","CADBURY DAIRY MILK DAIM PMP £1.69","1","1","","","","10","17.99","0","01/09/2025","07/09/2025","cadbury-dairy-milk-daim-pmp-ps169-903366","","","","10","default=6","","","","19","1","","10","18x120G","","","PMP","0","28.24","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.69","","No Shipping class","0","41",""
"902872","","en","variant_family","simple","GROCERY/DRIED VEG RICE & PULSES","902872.webp","NATCO MUNG BEANS","NATCO MUNG BEANS","NATCO MUNG BEANS","1","1","","","","10","18.99","0","01/09/2025","07/09/2025","natco-mung-beans-902872","","","","18","default=2","","","","19","3","","18","1x500G","","","PLAIN","0","8.4","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","42",""
"902884","","en","variant_family","simple","GROCERY/DRIED VEG RICE & PULSES","902884.webp","NATCO MUNG DAL YELLOW","NATCO MUNG DAL YELLOW","NATCO MUNG DAL YELLOW","1","1","","","","10","20.99","0","01/09/2025","07/09/2025","natco-mung-dal-yellow-902884","","","","20","default=2","","","","19","3","","1","1x500G","","","PLAIN","0","15.08","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","0","43",""
"902907","","en","variant_family","simple","GROCERY/DRIED VEG RICE & PULSES","902907.webp","NATCO CHANADAL POLISHED","NATCO CHANADAL POLISHED","NATCO CHANADAL POLISHED","1","1","","","","10","17.89","0","01/09/2025","07/09/2025","natco-chanadal-polished-902907","","","","16","default=1","","","","19","3","","16","1x500G","","","PLAIN","0","12.39","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.13","","No Shipping class","0","44",""
"85349","","en","variant_family","simple","SOFT DRINK/ENERGY DRINKS","85349.webp","APPLETISER APPLE JUICE CAN","APPLETISER APPLE JUICE CAN","APPLETISER APPLE JUICE CAN","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","appletiser-apple-juice-can-85349","","","","11","default=4","","","","19","1","","11","24x250ML","","","PLAIN","10","48.78","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","45",""
"902445","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","902445.webp","FANTA FRUIT TWIST PM £2.09","FANTA FRUIT TWIST PM £2.09","FANTA FRUIT TWIST PM £2.09","1","1","","","","10","6.99","0","01/09/2025","07/09/2025","fanta-fruit-twist-pm-ps209-902445","","","","43","default=2","","","","19","1","","43","6x2LTR","","","PMP","10","14.51","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.15","","No Shipping class","0","46",""
"903054","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","0","COCA COLA ZERO PLAIN","COCA COLA ZERO PLAIN","COCA COLA ZERO PLAIN","1","1","","","","10","9.49","0","01/09/2025","07/09/2025","coca-cola-zero-plain-903054","","","","25","default=5","","","","19","1","","25","24x330ML","","","PLAIN","10","18.73","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.75","","No Shipping class","0","47",""
"903055","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","0","COCA COLA ZERO PLAIN","COCA COLA ZERO PLAIN","COCA COLA ZERO PLAIN","1","1","","","","10","9.49","0","01/09/2025","07/09/2025","coca-cola-zero-plain-903055","","","","38","default=8","","","","19","1","","38","12x500ML","","","PLAIN","10","22.37","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.39","","No Shipping class","0","48",""
"22394","","en","variant_family","simple","SOFT DRINK/TONIC & MIXERS","22394.webp","SCHWEPPES SLIMLINE TONIC WATER PMP£1.75","SCHWEPPES SLIMLINE TONIC WATER PMP£1.75","SCHWEPPES SLIMLINE TONIC WATER PMP£1.75","1","1","","","","10","7.59","0","01/09/2025","07/09/2025","schweppes-slimline-tonic-water-pmpps175-22394","","","","18","default=12","","","","19","1","","18","6x1LTR","","","PMP","10","10.97","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.75","","No Shipping class","0","49",""
"95445","","en","variant_family","simple","SOFT DRINK/TONIC & MIXERS","95445.webp","SCHWEPPES SODA WATER","SCHWEPPES SODA WATER","SCHWEPPES SODA WATER","1","1","","","","10","7.29","0","01/09/2025","07/09/2025","schweppes-soda-water-95445","","","","22","default=9","","","","19","1","","22","6x1LTR","","","PLAIN","10","31.84","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.99","","No Shipping class","0","50",""
"113720","","en","variant_family","simple","SOFT DRINK/FIZZY DRINKS","113720.webp","SCHWEPPES SLIMLINE LEMONADE PM £1.75","SCHWEPPES SLIMLINE LEMONADE PM £1.75","SCHWEPPES SLIMLINE LEMONADE PM £1.75","1","1","","","","10","5.99","0","01/09/2025","07/09/2025","schweppes-slimline-lemonade-pm-ps175-113720","","","","23","default=21","","","","19","1","","23","6x2LTR","","","PMP","10","23.54","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.75","","No Shipping class","0","51",""
"100124","","en","variant_family","simple","SOFT DRINK/SQUASH & CORDIAL","100124.webp","CAPRI SUN CHERRY SCREW CAP PM£1.19","CAPRI SUN CHERRY SCREW CAP PM£1.19","CAPRI SUN CHERRY SCREW CAP PM£1.19","1","1","","","","10","8.79","0","01/09/2025","07/09/2025","capri-sun-cherry-screw-cap-pmps119-100124","","","","24","default=3","","","","19","1","","24","15x330ML","","","PMP","10","34.86","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","52",""
"100128","","en","variant_family","simple","SOFT DRINK/SQUASH & CORDIAL","100128.webp","CAPRI SUN ORANGE PM£1.19","CAPRI SUN ORANGE PM£1.19","CAPRI SUN ORANGE PM£1.19","1","1","","","","10","8.79","0","01/09/2025","07/09/2025","capri-sun-orange-pmps119-100128","","","","7","default=5","","","","19","1","","7","15x330ML","","","PMP","10","34.86","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.19","","No Shipping class","0","53",""
"902614","","en","variant_family","simple","SOFT DRINK/ENERGY DRINKS","902614.webp","LSV ENERGY 250ML CAN PMP59P","LSV ENERGY 250ML CAN PMP59P","LSV ENERGY 250ML CAN PMP59P","1","1","","","","10","6.29","0","01/09/2025","07/09/2025","lsv-energy-250ml-can-pmp59p-902614","","","","49","default=59","","","","19","1","","49","24x250ML","","","PMP","10","45","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.59","","No Shipping class","0","54",""
"10452","","en","variant_family","simple","WINE/RED WINE","10452.webp","ECHO FALLS RED WINE","ECHO FALLS RED WINE","ECHO FALLS RED WINE","1","1","","","","10","26.49","0","01/09/2025","07/09/2025","echo-falls-red-wine-10452","","","","5","default=5","","","","19","1","","5","6x75CL","","","PLAIN","0","23.35","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","6.99","","No Shipping class","0","55",""
"10475","","en","variant_family","simple","WINE/WHITE WINE","10475.webp","ECHO FALLS WHITE WINE","ECHO FALLS WHITE WINE","ECHO FALLS WHITE WINE","1","1","","","","10","26.49","0","01/09/2025","07/09/2025","echo-falls-white-wine-10475","","","","13","default=13","","","","19","1","","13","6x75CL","","","PLAIN","0","17.63","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","6.99","","No Shipping class","0","56",""
"10860","","en","variant_family","simple","WINE/WHITE WINE","10860.webp","ECHO FALLS FRUIT FUSION PEACH & MANGO WHITE 9%","ECHO FALLS FRUIT FUSION PEACH & MANGO WHITE 9%","ECHO FALLS FRUIT FUSION PEACH & MANGO WHITE 9%","1","1","","","","10","23.49","0","01/09/2025","07/09/2025","echo-falls-fruit-fusion-peach-mango-white-9-10860","","","","36","default=43","","","","19","1","","36","6x75CL","","","PLAIN","0","22.06","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","6.49","","No Shipping class","0","57",""
