"sku","parent_sku","locale","attribute_family_code","type","categories","images","name","description","short_description","status","visible_individually","length","width","height","weight","price","special_price","special_price_from","special_price_to","url_key","meta_title","meta_keywords","meta_description","manage_stock","inventories","related_skus","cross_sell_skus","up_sell_skus","tax_status","tax_category_id","global_unique_id","cases_in_stock","custom_product_subtitle","pack_quantity","low_stock_amount","pmp_or_not","max_order","por_percentage","product_size","prom_id","prom_start","promo_end","total_sales","rrp_price","outer_pack_size","shipping_class","configurable_variants","priority","errors"
"18110","","en","variant_family","simple","WATER/STILL WATER","18110.webp","AQUA PURA MINERAL WATER","AQUA PURA MINERAL WATER","AQUA PURA MINERAL WATER","1","1","","","","10","3.09","2.69","01/09/2025","07/09/2025","aqua-pura-mineral-water-18110","","","","223","default=650","","","","19","1","","223","3x5LTR","","","PLAIN","10","22.26","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.59","","No Shipping class","0","309",""
"151085","","en","variant_family","simple","WINE/PORT, SHERRY, VERMOUTH & FORTIFIED WINE","151085.webp","RUDE BOY TOUGH NUT TONIC WINE","RUDE BOY TOUGH NUT TONIC WINE","RUDE BOY TOUGH NUT TONIC WINE","1","1","","","","10","22.99","21.99","01/09/2025","07/09/2025","rude-boy-tough-nut-tonic-wine-151085","","","","14","default=16","","","","19","1","","14","12x200ML","","","PLAIN","0","28.97","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","3.49","","No Shipping class","0","310",""
"151086","","en","variant_family","simple","WINE/PORT, SHERRY, VERMOUTH & FORTIFIED WINE","151086.webp","RUDE BOY ORIGINAL TONIC WINE","RUDE BOY ORIGINAL TONIC WINE","RUDE BOY ORIGINAL TONIC WINE","1","1","","","","10","22.99","21.99","01/09/2025","07/09/2025","rude-boy-original-tonic-wine-151086","","","","110","default=120","","","","19","1","","110","12x200ML","","","PLAIN","0","28.97","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","3.49","","No Shipping class","0","311",""
"151087","","en","variant_family","simple","WINE/PORT, SHERRY, VERMOUTH & FORTIFIED WINE","151087.webp","RUDE BOY WATERMELON TONIC WINE","RUDE BOY WATERMELON TONIC WINE","RUDE BOY WATERMELON TONIC WINE","1","1","","","","10","22.99","21.99","01/09/2025","07/09/2025","rude-boy-watermelon-tonic-wine-151087","","","","33","default=32","","","","19","1","","33","12x200ML","","","PLAIN","0","28.97","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","3.49","","No Shipping class","0","312",""
"901506","","en","variant_family","simple","CONFECTIONERY/SWEET BAGS","901506.webp","TANGO SHOCKERS CHERRY PM 10P","TANGO SHOCKERS CHERRY PM 10P","TANGO SHOCKERS CHERRY PM 10P","1","1","","","","10","3.99","0","01/09/2025","07/09/2025","tango-shockers-cherry-pm-10p-901506","","","","22","default=6","","","","19","1","","1","72x10 G","","","PMP","0","33.5","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.1","","No Shipping class","0","313",""
"19785","","en","variant_family","simple","WINE/PORT, SHERRY, VERMOUTH & FORTIFIED WINE","19785.webp","WINCARNIS TONIC WINE","WINCARNIS TONIC WINE","WINCARNIS TONIC WINE","1","1","","","","10","27.49","0","01/09/2025","07/09/2025","wincarnis-tonic-wine-19785","","","","15","default=17","","","","19","1","","15","6x75CL","","","PLAIN","0","30.44","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","7.99","","No Shipping class","0","314",""
"38439","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS INFU PURE CAMOMILE TEA","TWININGS INFU PURE CAMOMILE TEA","TWININGS INFU PURE CAMOMILE TEA","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-infu-pure-camomile-tea-38439","","","","9","default=10","","","","19","3","","9","4x20S","","","PLAIN","0","24.8","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","315",""
"38672","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS INFU STRAWBERRY&RASPBERRY","TWININGS INFU STRAWBERRY&RASPBERRY","TWININGS INFU STRAWBERRY&RASPBERRY","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-infu-strawberryraspberry-38672","","","","4","default=5","","","","19","3","","4","4x20S","","","PLAIN","0","24.8","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","316",""
"145756","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS INFU CAMO HONEY VANILLA","TWININGS INFU CAMO HONEY VANILLA","TWININGS INFU CAMO HONEY VANILLA","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-infu-camo-honey-vanilla-145756","","","","4","default=6","","","","19","3","","4","4x20S","","","PLAIN","0","24.8","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","317",""
"145757","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS INFUSION LEMON&GINGER TEA","TWININGS INFUSION LEMON&GINGER TEA","TWININGS INFUSION LEMON&GINGER TEA","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-infusion-lemonginger-tea-145757","","","","3","default=5","","","","19","3","","3","4x20S","","","PLAIN","0","24.8","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","318",""
"145759","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS INFUSION CRAN/RASP/ELDERFLOWER","TWININGS INFUSION CRAN/RASP/ELDERFLOWER","TWININGS INFUSION CRAN/RASP/ELDERFLOWER","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-infusion-cranraspelderflower-145759","","","","7","default=7","","","","19","3","","7","4x20'S","","","PLAIN","0","24.8","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","319",""
"38406","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS PURE GREEN TEA","TWININGS PURE GREEN TEA","TWININGS PURE GREEN TEA","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-pure-green-tea-38406","","","","8","default=4","","","","19","3","","8","4x20S","","","PLAIN","0","16.78","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.25","","No Shipping class","0","320",""
"145758","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS GREEN TEA JASMINE","TWININGS GREEN TEA JASMINE","TWININGS GREEN TEA JASMINE","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-green-tea-jasmine-145758","","","","7","default=7","","","","19","3","","7","4x20S","","","PLAIN","0","16.78","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.25","","No Shipping class","0","321",""
"70035","","en","variant_family","simple","WATER/SPARKLING WATER","0","HIGHLAND SPRING SPARKLING WATER PET","HIGHLAND SPRING SPARKLING WATER PET","HIGHLAND SPRING SPARKLING WATER PET","1","1","","","","10","8.09","0","01/09/2025","07/09/2025","highland-spring-sparkling-water-pet-70035","","","","286","default=5","","","","19","1","","286","24x50CL","","","PLAIN","10","28.05","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.59","","No Shipping class","0","322",""
"900419","","en","variant_family","simple","HOT DRINKS/TEA","0","TWININGS PURE FENNEL CAFFEINE FREE 4x20x2G","TWININGS PURE FENNEL CAFFEINE FREE 4x20x2G","TWININGS PURE FENNEL CAFFEINE FREE 4x20x2G","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","twinings-pure-fennel-caffeine-free-4x20x2g-900419","","","","3","default=3","","","","19","3","","3","4x20S","","","PLAIN","0","12.33","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.25","","No Shipping class","0","323",""
"902395","","en","variant_family","simple","BREAD & CAKES/MORNING GOODS","0","7 DAYS VANILLA & SOUR CHERRY CROISSANTS","7 DAYS VANILLA & SOUR CHERRY CROISSANTS","7 DAYS VANILLA & SOUR CHERRY CROISSANTS","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","7-days-vanilla-sour-cherry-croissants-902395","","","","2","default=5","","","","19","3","","2","20x80GRM","","","PLAIN","0","39.44","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","324",""
"902441","","en","variant_family","simple","BREAD & CAKES/MORNING GOODS","902441.webp","7 DAYS DOUBLE COCOA VANILLA","7 DAYS DOUBLE COCOA VANILLA","7 DAYS DOUBLE COCOA VANILLA","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","7-days-double-cocoa-vanilla-902441","","","","3","default=9","","","","19","3","","3","20x80G","","","PLAIN","0","39.44","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","325",""
"11433","","en","variant_family","simple","BREAD & CAKES/CAKES & TART","0","BALCONI ROLL MAX CACAO","BALCONI ROLL MAX CACAO","BALCONI ROLL MAX CACAO","1","1","","","","10","1.19","0","01/09/2025","07/09/2025","balconi-roll-max-cacao-11433","","","","19","default=16","","","","19","3","","1","1x300G","","","PLAIN","0","48.44","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.89","","No Shipping class","0","326",""
"11472","","en","variant_family","simple","BREAD & CAKES/MORNING GOODS","11472.webp","TAGO PEANUT WAFER ROLLS","TAGO PEANUT WAFER ROLLS","TAGO PEANUT WAFER ROLLS","1","1","","","","10","0.69","0","01/09/2025","07/09/2025","tago-peanut-wafer-rolls-11472","","","","24","default=3","","","","19","3","","24","1xPKT","","","PMP","0","20.2","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","327",""
"11486","","en","variant_family","simple","BREAD & CAKES/MORNING GOODS","11486.webp","7 DAYS MINI DOUBLE CHERRY VANILIA CROISSANT","7 DAYS MINI DOUBLE CHERRY VANILIA CROISSANT","7 DAYS MINI DOUBLE CHERRY VANILIA CROISSANT","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","7-days-mini-double-cherry-vanilia-croissant-11486","","","","3","default=1","","","","19","3","","3","8x185GRM","","","PLAIN","0","11.32","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.69","","No Shipping class","0","328",""
"901534","","en","variant_family","simple","BREAD & CAKES/MORNING GOODS","901534.webp","7 DAYS MAX COOKES VANILA","7 DAYS MAX COOKES VANILA","7 DAYS MAX COOKES VANILA","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","7-days-max-cookes-vanila-901534","","","","1","default=1","","","","19","3","","1","20x80 GRM","","","PLAIN","0","39.44","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","329",""
"900827","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","900827.webp","REGINA SOFT & GENTLE TOILET TISSUR ROLL PM1.95","REGINA SOFT & GENTLE TOILET TISSUR ROLL PM1.95","REGINA SOFT & GENTLE TOILET TISSUR ROLL PM1.95","1","1","","","","10","10.19","0","01/09/2025","07/09/2025","regina-soft-gentle-toilet-tissur-roll-pm195-900827","","","","19","default=41","","","","19","1","","19","10x4 ROLL","","","PMP","0","37.29","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.95","","No Shipping class","0","330",""
"22110","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/KITCHEN ACCESSORIES","22110.webp","NICKY ULTRA KITCHEN TOWEL DEC 3PLY","NICKY ULTRA KITCHEN TOWEL DEC 3PLY","NICKY ULTRA KITCHEN TOWEL DEC 3PLY","1","1","","","","10","5.99","0","01/09/2025","07/09/2025","nicky-ultra-kitchen-towel-dec-3ply-22110","","","","40","default=62","","","","19","1","","40","5x3ROLL","","","PLAIN","0","31.98","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.29","","No Shipping class","0","331",""
"22139","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","22139.webp","NICKY ELITE TOILET TISSUE WHITE 3PLY PAPER PACK","NICKY ELITE TOILET TISSUE WHITE 3PLY PAPER PACK","NICKY ELITE TOILET TISSUE WHITE 3PLY PAPER PACK","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","nicky-elite-toilet-tissue-white-3ply-paper-pack-22139","","","","29","default=41","","","","19","1","","29","5x9ROLL","","","PLAIN","0","42.33","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","4.99","","No Shipping class","0","332",""
"22148","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","22148.webp","NICKY SOFT TOUCH T/TISS PM£1.75","NICKY SOFT TOUCH T/TISS PM£1.75","NICKY SOFT TOUCH T/TISS PM£1.75","1","1","","","","10","7.99","7.49","01/09/2025","07/09/2025","nicky-soft-touch-ttiss-pmps175-22148","","","","44","default=113","","","","19","1","","44","10x4ROLL","","","PMP","0","45.21","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.75","","No Shipping class","0","333",""
"22152","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","22152.webp","NICKY ELITE T/TISS PM2.49","NICKY ELITE T/TISS PM2.49","NICKY ELITE T/TISS PM2.49","1","1","","","","10","12.99","12.39","01/09/2025","07/09/2025","nicky-elite-ttiss-pm249-22152","","","","138","default=151","","","","19","1","","138","10x4ROLL","","","PMP","0","37.4","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.49","","No Shipping class","0","334",""
"22432","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/KITCHEN ACCESSORIES","22432.webp","NICKY JUMBO KITCHEN TOWELS PM£1.99","NICKY JUMBO KITCHEN TOWELS PM£1.99","NICKY JUMBO KITCHEN TOWELS PM£1.99","1","1","","","","10","10.29","10.19","01/09/2025","07/09/2025","nicky-jumbo-kitchen-towels-pmps199-22432","","","","48","default=74","","","","19","1","","48","12x200SH","","","PMP","0","46.28","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","0","335",""
"22517","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","22517.webp","NICKY SUPREME TOILET TISSUE","NICKY SUPREME TOILET TISSUE","NICKY SUPREME TOILET TISSUE","1","1","","","","10","5.99","0","01/09/2025","07/09/2025","nicky-supreme-toilet-tissue-22517","","","","28","default=33","","","","19","1","","28","5x4ROLL","","","PLAIN","0","47.72","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","2.75","","No Shipping class","0","336",""
"900728","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/KITCHEN ACCESSORIES","0","NICKY K/TOWEL HOUSEHOLD","NICKY K/TOWEL HOUSEHOLD","NICKY K/TOWEL HOUSEHOLD","1","1","","","","10","8.99","0","01/09/2025","07/09/2025","nicky-ktowel-household-900728","","","","43","default=45","","","","19","1","","43","3x8'S","","","PLAIN","0","19.91","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","4.49","","No Shipping class","0","337",""
"900828","","en","variant_family","simple","HOUSEHOLD, CLEANING & PAPER/TOILET ROLL","0","REGINA SOFT & GENTLE TOILET TISSUE PM3.95","REGINA SOFT & GENTLE TOILET TISSUE PM3.95","REGINA SOFT & GENTLE TOILET TISSUE PM3.95","1","1","","","","10","10.49","0","01/09/2025","07/09/2025","regina-soft-gentle-toilet-tissue-pm395-900828","","","","40","default=1","","","","19","1","","40","5x9 ROLLS","","","PMP","0","27.15","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","3.95","","No Shipping class","0","338",""
"115241","","en","variant_family","simple","TOBACCO & VAPES/CIGARETTE PAPERS & LIGHTERS","0","SWAN FILTER TIPS ULTRA SLIM","SWAN FILTER TIPS ULTRA SLIM","SWAN FILTER TIPS ULTRA SLIM","1","1","","","","10","7.49","0","01/09/2025","07/09/2025","swan-filter-tips-ultra-slim-115241","","","","36","default=44","","","","19","1","","36","20xPKT","","","PLAIN","0","34.87","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.69","","No Shipping class","0","339",""
"102336","","en","variant_family","simple","HOT DRINKS/TEA","102336.webp","TETLEY TEA BAGS PM£1.75","TETLEY TEA BAGS PM£1.75","TETLEY TEA BAGS PM£1.75","1","1","","","","10","7.99","0","01/09/2025","07/09/2025","tetley-tea-bags-pmps175-102336","","","","52","default=66","","","","19","3","","52","6x40'S","","","PMP","0","22","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.75","","No Shipping class","0","340",""
"902244","","en","variant_family","configurable","GROCERY/SALT, HERB & SPICES","902244.webp","TRS CUMIN SEEDS(JEERA)","TRS CUMIN SEEDS(JEERA)","TRS CUMIN SEEDS(JEERA)","1","1","","","","0","0","0","01/09/2025","07/09/2025","trs-cumin-seedsjeera-902244","","","","2","0","","","","0","0","","0","1x4KG","","","PLAIN","0","22.33","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","42.99","","No Shipping class","sku=902244a,pack_size=Pack 1|sku=902244c,pack_size=Pack 2","341","The special price field must be less than 0."
"156618","","en","variant_family","simple","CATERING & ETHNIC/RICE","0","TILDA PURE BASMATI RICE PMP£1.29","TILDA PURE BASMATI RICE PMP£1.29","TILDA PURE BASMATI RICE PMP£1.29","1","1","","","","10","5.99","0","01/09/2025","07/09/2025","tilda-pure-basmati-rice-pmpps129-156618","","","","15","default=1","","","","19","3","","15","6x250GRM","","","PMP","0","20.03","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","342",""
"60065","","en","variant_family","simple","GROCERY/SUGAR & SYRUP","60065.webp","TATE&LYLE GRANULATED SUGAR","TATE&LYLE GRANULATED SUGAR","TATE&LYLE GRANULATED SUGAR","1","1","","","","10","13.99","0","01/09/2025","07/09/2025","tatelyle-granulated-sugar-60065","","","","40","default=34","","","","19","3","","40","15x1KG","","","PLAIN","0","26.67","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","343",""
"902239","","en","variant_family","configurable","CHILLED & FROZEN/FROZEN VEGETABLES","902239.webp","TAJ SAMOSA PADS","TAJ SAMOSA PADS","TAJ SAMOSA PADS","1","1","","","","0","0","0","01/09/2025","07/09/2025","taj-samosa-pads-902239","","","","21","0","","","","0","0","","0","1x30S","","","PLAIN","0","45.23","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.99","","No Shipping class","sku=902239a,pack_size=Pack 1|sku=902239c,pack_size=Pack 2","344","The special price field must be less than 0."
"901937","","en","variant_family","simple","BISCUITS/BISCUITES","0","RITZ ORIGINAL£1.49P","RITZ ORIGINAL£1.49P","RITZ ORIGINAL£1.49P","1","1","","","","10","9.89","8.59","01/09/2025","07/09/2025","ritz-originalps149p-901937","","","","20","default=14","","","","19","3","","20","8x150G","","","PMP","0","26.26","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.49","","No Shipping class","0","345",""
"903324","","en","variant_family","simple","BISCUITS/COOKIES","903324.webp","MCVITIES CHOC CHIP COOKIES £1.35 PMP","MCVITIES CHOC CHIP COOKIES £1.35 PMP","MCVITIES CHOC CHIP COOKIES £1.35 PMP","1","1","","","","10","12.29","0","01/09/2025","07/09/2025","mcvities-choc-chip-cookies-ps135-pmp-903324","","","","10","default=3","","","","19","3","","10","12x150G","","","PMP","0","30.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.35","","No Shipping class","0","346",""
"53255","","en","variant_family","simple","BISCUITS/COOKIES","0","MCVITIES WHITE CHOCOLATE CHIP COOKIE PM £1.35","MCVITIES WHITE CHOCOLATE CHIP COOKIE PM £1.35","MCVITIES WHITE CHOCOLATE CHIP COOKIE PM £1.35","1","1","","","","10","11.49","0","01/09/2025","07/09/2025","mcvities-white-chocolate-chip-cookie-pm-ps135-53255","","","","12","default=5","","","","19","3","","12","12x150GRM","","","PMP","0","30.93","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.35","","No Shipping class","0","347",""
"901860","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","901860.webp","WALKERS KURKURE CHILLI CHATKA PM £1.25","WALKERS KURKURE CHILLI CHATKA PM £1.25","WALKERS KURKURE CHILLI CHATKA PM £1.25","1","1","","","","10","12.35","0","01/09/2025","07/09/2025","walkers-kurkure-chilli-chatka-pm-ps125-901860","","","","4","default=4","","","","19","1","","4","15x80G","","","PMP","0","21.98","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.25","","No Shipping class","0","348",""
"903397","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","903397.webp","WALKERS BAKED READY SALTED","WALKERS BAKED READY SALTED","WALKERS BAKED READY SALTED","1","1","","","","10","16.99","0","01/09/2025","07/09/2025","walkers-baked-ready-salted-903397","","","","4","default=3","","","","19","1","","4","32x37.5G","","","PLAIN","0","34.89","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","349",""
"903399","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","903399.webp","WALKERS BAKED CHEESE & ONION","WALKERS BAKED CHEESE & ONION","WALKERS BAKED CHEESE & ONION","1","1","","","","10","16.49","0","01/09/2025","07/09/2025","walkers-baked-cheese-onion-903399","","","","6","default=8","","","","19","1","","6","32x37.5G","","","PLAIN","0","34.89","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.99","","No Shipping class","0","350",""
"903521","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","903521.webp","WALKERS PICKLED ONION PMP£1.25","WALKERS PICKLED ONION PMP£1.25","WALKERS PICKLED ONION PMP£1.25","1","1","","","","10","11.99","0","01/09/2025","07/09/2025","walkers-pickled-onion-pmpps125-903521","","","","2","default=9","","","","19","1","","2","18x72G","","","PMP","0","36.84","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.35","","No Shipping class","0","351",""
"177892","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","177892.webp","WALKERS STANDARD SALT&VINIGAR CRISPS","WALKERS STANDARD SALT&VINIGAR CRISPS","WALKERS STANDARD SALT&VINIGAR CRISPS","1","1","","","","10","14.99","0","01/09/2025","07/09/2025","walkers-standard-saltvinigar-crisps-177892","","","","4","default=5","","","","19","1","","4","32x32.5GR","","","PLAIN","0","29.01","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","0.85","","No Shipping class","0","352",""
"900975","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","900975.webp","WALKERS WOTSITS CHEESE STANDARD 22.5G","WALKERS WOTSITS CHEESE STANDARD 22.5G","WALKERS WOTSITS CHEESE STANDARD 22.5G","1","1","","","","10","14.99","0","01/09/2025","07/09/2025","walkers-wotsits-cheese-standard-225g-900975","","","","1","default=3","","","","19","1","","1","32x22.5G","","","PLAIN","0","66.29","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.89","","No Shipping class","0","353",""
"900981","","en","variant_family","simple","CRISPS AND SNACKS/CRISP","900981.webp","WALKERS STANDARD READY SALTED","WALKERS STANDARD READY SALTED","WALKERS STANDARD READY SALTED","1","1","","","","10","14.99","0","01/09/2025","07/09/2025","walkers-standard-ready-salted-900981","","","","3","default=5","","","","19","1","","3","32x32.5G","","","PLAIN","0","52.46","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.49","","No Shipping class","0","354",""
"115551","","en","variant_family","simple","WATER/FLAVOURED WATER","115551.webp","TROPICAL SUN COCONUT WATER pieces","TROPICAL SUN COCONUT WATER pieces","TROPICAL SUN COCONUT WATER pieces","1","1","","","","10","12.49","0","01/09/2025","07/09/2025","tropical-sun-coconut-water-pieces-115551","","","","11","default=7","","","","19","1","","11","12x520ML","","","PLAIN","10","25.79","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.71","","No Shipping class","0","355",""
"115553","","en","variant_family","simple","WATER/FLAVOURED WATER","115553.webp","TROPICAL SUN COCONUT WATER","TROPICAL SUN COCONUT WATER","TROPICAL SUN COCONUT WATER","1","1","","","","10","11.99","11.59","01/09/2025","07/09/2025","tropical-sun-coconut-water-115553","","","","11","default=10","","","","19","1","","11","6xLTR","","","PLAIN","10","32.09","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","3.59","","No Shipping class","0","356",""
"173214","","en","variant_family","simple","CATERING & ETHNIC/RICE","0","AANI GOLDEN SELLA RICE","AANI GOLDEN SELLA RICE","AANI GOLDEN SELLA RICE","1","1","","","","10","30.99","0","01/09/2025","07/09/2025","aani-golden-sella-rice-173214","","","","20","default=5","","","","19","3","","5","1x5KG","","","PLAIN","0","22.75","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","10.99","","No Shipping class","0","357",""
"158750","","en","variant_family","simple","SOFT DRINK/JUICES","158750.webp","TROPICAL VIBES MANGO CARROT","TROPICAL VIBES MANGO CARROT","TROPICAL VIBES MANGO CARROT","1","1","","","","10","9.49","8.69","01/09/2025","07/09/2025","tropical-vibes-mango-carrot-158750","","","","18","default=14","","","","19","1","","18","15x300ML","","","PLAIN","10","39.91","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","358",""
"158752","","en","variant_family","simple","SOFT DRINK/JUICES","158752.webp","TROPICAL VIBES SORREL GINGER","TROPICAL VIBES SORREL GINGER","TROPICAL VIBES SORREL GINGER","1","1","","","","10","8.99","0","01/09/2025","07/09/2025","tropical-vibes-sorrel-ginger-158752","","","","8","default=1","","","","19","1","","8","15x300ML","","","PLAIN","10","43.01","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","359",""
"158786","","en","variant_family","simple","SOFT DRINK/JUICES","158786.webp","TROPICAL VIBES SOUR SOUP ORIGINAL","TROPICAL VIBES SOUR SOUP ORIGINAL","TROPICAL VIBES SOUR SOUP ORIGINAL","1","1","","","","10","8.99","8.69","01/09/2025","07/09/2025","tropical-vibes-sour-soup-original-158786","","","","6","default=5","","","","19","1","","6","15x300ML","","","PLAIN","10","43.01","","WEEK 36 PROMOTION","01/09/2025","07/09/2025","","1.29","","No Shipping class","0","360",""
