item,VAT,hierarchy1,hierarchy2,description,,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Retail Ean 1,Retail Ean 2,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type,Brand,Size,Clearance stock in  number,Clerance pack size,Clearance Price,Product pack 1 in layer,Product pack 1 in Pallet,Product location in warehouse,Product pack 1 weight,Product pack 1 dimansion in cm,Product pack 1 volumetric weight
903921,A,4,4003,MONSTER RESERVE ORANGE PM�1.75,,12x500ML,3,3,,,,,,,10.59,,,,,,,,,,,,,,10,1.75,39.49,PMP,SINGLE,,,,,,,,,,,
903990,A,4,4003,MONSTER BAD APPLE PM�1.75,,12x500ML,4,4,,,,,,,10.99,,,,,,,,,,,,,,10,1.75,37.2,PMP,SINGLE,,,,,,,,,,,
903998,A,4,4001,COKE CHERRY PM�2.79,,6x1.75LT,15,15,,,,,,,9.99,,,,,,,,,,,,,,10,2.79,28.39,PMP,SINGLE,,,,,,,,,,,
904017,A,4,4001,COKE ZERO CHERRY PM�1.40,,12x500ML,3,3,,,,,,,7.55,,,,,,,,,,,,,,10,1.4,46.07,PMP,SINGLE,,,,,,,,,,,
904018,A,4,4001,DIET COKE PM�1.40,,12x500ML,19,19,,,,,,,8.69,,,,,,,,,,,,,,10,1.4,37.93,PMP,SINGLE,,,,,,,,,,,
904019,A,4,4001,SPRITE PM�2.15,,6x2LTR,17,17,,,,,,,8.99,,,,,,,,,,,,,,10,2.15,16.37,PMP,SINGLE,,,,,,,,,,,
33674,A,4,4001,FANTA FRUIT TWIST CANS PM 75P,,24X330ML,13,13,,,,,,,7.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,6.79,,,,,10,0.75,52.73,PMP,SINGLE,,,,,,,,,,,
85730,A,4,4001,FANTA LEMON CANS,,24X330ML,18,18,,,,,,,10.79,,,,,,,,,,,,,,10,0.85,36.53,PLAIN,SINGLE,,,,,,,,,,,
180229,A,4,4001,SPRITE CANS PM 75P,,24X330ML,6,6,,,,,,,7.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,6.79,,,,,10,0.75,52.73,PMP,SINGLE,,,,,,,,,,,
28631,A,4,4001,COKE ZERO CHERRY PM�1.20,,12x500ML,7,7,,,,,,,7.49,,,,,,,,,,,,,,10,1.2,37.58,PMP,SINGLE,,,,,,,,,,,
102686,A,4,4001,COCA COLA ZERO VANILLA PM�1.20,,12x500ML,5,5,,,,,,,7.99,,,,,,,,,,,,,,10,1.2,33.42,PMP,SINGLE,,,,,,,,,,,
54736,A,4,4001,FANTA LEMON PET BOTTLE,,12x500ML,9,9,,,,,,,9.89,,,,,,,,,,,,,,10,1.49,33.62,PLAIN,SINGLE,,,,,,,,,,,
85349,A,4,4003,APPLETISER APPLE JUICE CAN,,24x250ML,4,4,,,,,,,11.99,,,,,,,,,,,,,,10,1.19,49.62,PLAIN,SINGLE,,,,,,,,,,,
120447,A,4,4003,REIGN MELON MANIA,,12X500ML,4,4,,,,,,,9.99,,,,,,,,,,,,,,10,1.49,32.95,PLAIN,SINGLE,,,,,,,,,,,
29619,A,4,4001,DIET COKE PM �2.29,,6x2LTR,20,20,,,,,,,7.99,,,,,,,,,,,,,,10,2.29,30.22,PMP,SINGLE,,,,,,,,,,,
64082,A,4,4001,COCA COLA ZERO PM�1.99,,6x2LTR,20,20,,,,,,,6.49,,,,,,,,,,,,,,10,1.99,34.77,PMP,SINGLE,,,,,,,,,,,
56233,A,4,4001,FANTA PINEAPPLE/GRFR PM �2.09,,6X2 LTR,17,17,,,,,,,8.99,,,,,,,,,,,,,,10,2.09,13.97,PMP,SINGLE,,,,,,,,,,,
56265,A,4,4001,FANTA LEMON,,6x2LTR,15,15,,,,,,,10.09,,,,,,,,,,,,,,10,2.99,32.51,PLAIN,SINGLE,,,,,,,,,,,
16204,A,4,4001,COCA COLA GLASS BOTTLE,,24x330ML,6,6,,,,,,,20.19,,,,,,,,,,,,,,10,1.19,15.17,PLAIN,SINGLE,,,,,,,,,,,
157618,A,4,4006,SCHWEPPES TONIC WATER GLASS NRB,,24X200ML,1,1,,,,,,,9.99,,,,,,,,,,,,,,10,0.79,36.77,PLAIN,SINGLE,,,,,,,,,,,
22394,A,4,4006,SCHWEPPES SLIMLINE TONIC WATER PMP�1.75,,6x1LTR,12,12,,,,,,,7.59,,,,,,,,,,,,,,10,2.21,31.31,PMP,SINGLE,,,,,,,,,,,
95412,A,4,4006,SCHWEPPES INDIAN TONIC WATER PM �1.75,,6X1LTR,4,4,,,,,,,6.69,,,,,,,,,,,,,,10,1.75,23.54,PMP,SINGLE,,,,,,,,,,,
95445,A,4,4006,SCHWEPPES SODA WATER,,6x1LTR,9,9,,,,,,,7.29,,,,,,,,,,,,,,10,2.21,34.03,PLAIN,SINGLE,,,,,,,,,,,
271061,A,4,4006,SCHWEPPES CANADA DRY GINGER ALE,,6X1LTR,6,6,,,,,,,7.95,,,,,,,,,,,,,,10,1.99,20.1,PLAIN,SINGLE,,,,,,,,,,,
113718,A,4,4001,SCHWEPPES LEMONADE PM �1.75,,6x2LTR,12,12,,,,,,,6.59,,,,,,,,,,,,,,10,1.75,24.69,PMP,SINGLE,,,,,,,,,,,
113720,A,4,4001,SCHWEPPES SLIMLINE LEMONADE PM �1.75,,6x2LTR,21,21,,,,,,,5.99,,,,,,,,,,,,,,10,1.75,31.54,PMP,SINGLE,,,,,,,,,,,
33679,A,4,4003,MONSTER RESERVE WHITE PINEAPPLE PM�1.65,,12X500ML,5,5,,,,,,,10.39,,,,,,,,,,,,,,10,1.65,37.03,PMP,SINGLE,,,,,,,,,,,
40587,A,4,4003,MONSTER AUSSIE LEMONADE PM�1.75,,12x500ML,6,6,,,,,,,10.99,,,,,,,,,,,,,,10,1.75,37.2,PMP,SINGLE,,,,,,,,,,,
64371,A,4,4003,MONSTER ENERGY ULTRA GOLD PM�1.55,,12x500ML,7,7,,,,,,,9.49,,,,,,,,,,,,,,10,1.39,31.73,PMP,SINGLE,,,,,,,,,,,
64372,A,4,4001,MONSTER ENERGY ULTRA ROSA PM�1.55,,12x500ML,9,9,,,,,,,9.59,,,,,,,,,,,,,,10,1.39,31.01,PMP,SINGLE,,,,,,,,,,,
83216,A,4,4003,MONSTER LEWIS HAMMILTON ZERO PM�1.55,,12X500ML,10,10,,,,,,,9.49,,,,,,,,,,,,,,10,1.55,38.77,PMP,SINGLE,,,,,,,,,,,
86280,A,4,4003,MONSTER ULTRA FIESTA MANGO PM�1.55,,12X500ML,4,4,,,,,,,9.49,,,,,,,,,,,,,,10,1.55,38.77,PMP,SINGLE,,,,,,,,,,,
156924,A,4,4003,MONSTER ENERGY RIPPER PM �1.65,,12X500ML,14,14,,,,,,,10.39,,,,,,,,,,,,,,10,1.65,37.03,PMP,SINGLE,,,,,,,,,,,
156960,A,4,4003,MONSTER ULTRA PARADISE PM�1.55,,12x500ML,8,8,,,,,,,9.49,,,,,,,,,,,,,,10,1.55,38.77,PMP,SINGLE,,,,,,,,,,,
156991,A,4,4003,***MONSTER ENERGY THE DOCTOR PM�1.65,,12X500ML,1,1,,,,,,,10.39,,,,,,,,,,,,,,10,1.65,37.03,PMP,SINGLE,,,,,,,,,,,
641577,A,4,4003,RELENTLESS WATERMELON ZERO PM �1.19,,12X500ML,1,1,,,,,,,6.19,,,,,,,,,,,,,,10,1.19,47.98,PMP,SINGLE,,,,,,,,,,,
100124,A,4,4005,CAPRI SUN CHERRY SCREW CAP PM�1.19,,15X330ML,3,3,,,,,,,8.79,,,,,,,,,,,,,,10,1.19,40.91,PMP,SINGLE,,,,,,,,,,,
100128,A,4,4005,CAPRI SUN ORANGE PM�1.19,,15x330ML,5,5,,,,,,,8.79,,,,,,,,,,,,,,10,1.19,40.91,PMP,SINGLE,,,,,,,,,,,
13591,A,4,4001,POWERADE BERRY&TROPICAL FRUITS,,12x500ML,58,58,,,,,,,9.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.99,,,,,10,1.59,40.31,PLAIN,SINGLE,,,,,,,,,,,
166885,A,4,4003,APPLETISER NRB,,12X275ML,3,3,,,,,,,12.59,,,,,,,,,,,,,,10,1.99,36.73,PLAIN,SINGLE,,,,,,,,,,,
50785,Z,4,4008,COSTA CARAMEL LATTE COFFEE,,12X250ML,6,6,,,,,,,12.99,,,,,,,,,,,,,,10,1.79,39.53,PLAIN,SINGLE,,,,,,,,,,,
64024,A,5,5001,GLACEAU SMART WATER SPORT PK,,12x850ML,2,2,,,,,,,9.19,,,,,,,,,,,,,,10,1.15,20.09,PLAIN,SINGLE,,,,,,,,,,,
902614,A,4,4003,LSV ENERGY 250ML CAN PMP59P,,24X250ML,59,59,,,,,,,6.29,,,,,,,,,,,,,,10,0.59,46.69,PMP,SINGLE,,,,,,,,,,,
902615,A,4,4003,LSV ENERGY S/F 250ML CAN PMP59P,,24X250ML,28,28,,,,,,,6.19,,,,,,,,,,,,,,10,0.59,47.54,PMP,SINGLE,,,,,,,,,,,
902620,A,4,4001,OLD JAMAICA GINGER BEER PM 85P,,24x330ML,1,1,,,,,,,8.89,,,,,,,,,,,,,,10,0.85,47.71,PMP,SINGLE,,,,,,,,,,,
53146,A,4,4003,EMERGE ISOTONIC TROPICAL BERRY PM70P,,12X500ML,6,6,,,,,,,4.69,,,,,,,,,,,,,,10,0.7,33,PMP,SINGLE,,,,,,,,,,,
53147,A,4,4003,EMERGE ENERGY PM70P,,24X250ML,9,9,,,,,,,5.49,,,,,,,,,,,,,,10,0.7,60.79,PMP,SINGLE,,,,,,,,,,,
91279,A,4,4001,OLD JAMAICA GINGER BEER,,24x330ML,3,3,,,,,,,10.99,,,,,,,,,,,,,,10,0.85,35.35,PLAIN,SINGLE,,,,,,,,,,,
83291,A,4,4001,OLD JAMAICA GINGER BEER,,12x500ML,9,9,,,,,,,7.49,,,,,,,,,,,,,,10,1.29,41.94,PLAIN,SINGLE,,,,,,,,,,,
10870,A,3,3003,ECHO FALLS PINK GIN SUMMER BERRIES,,1X70 CL,6,1,,,,,,,10.99,6,62.99,,,,,,,,,,,,,16.99,22.38,PLAIN,VARIENT,,,,,,,,,,,
101555,A,2,2001,STOWELLS SAUVIGNON BLANC (CHILE),,12X187ML,3,3,,,,,,,15.49,,,,,,,,,,,,,,,2.49,37.79,PLAIN,SINGLE,,,,,,,,,,,
101558,A,2,2003,STOWELLS WHITE ZINFANDEL(USA),,12X187ML,3,3,,,,,,,15.49,,,,,,,,,,,,,,,1.96,20.97,PLAIN,SINGLE,,,,,,,,,,,
101559,A,2,2001,HARDYS STAMP SEMILLION CHARDONNAY,,12X187ML,1,1,,,,,,,17.99,,,,,,,,,,,,,,,2.99,39.83,PLAIN,SINGLE,,,,,,,,,,,
101560,A,2,2002,HARDYS STAMP CABERNET SHIRAZ,,12X187ML,3,3,,,,,,,17.99,,,,,,,,,,,,,,,2.49,27.75,PLAIN,SINGLE,,,,,,,,,,,
101561,A,2,2001,STOWELLS PINOT GRIGIO(ITA),,12X187ML,1,1,,,,,,,15.49,,,,,,,,,,,,,,,2.49,37.79,PLAIN,SINGLE,,,,,,,,,,,
101604,A,2,2002,STOWELLS MERLOT (FRENCH),,12X187ML,7,7,,,,,,,15.49,,,,,,,,,,,,,,,1.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
1529,A,2,2003,ECHO FALLS WHITE ZINFANDEL,,12X187ML,4,4,,,,,,,17.99,,,,,,,,,,,,,,,2.49,27.75,PLAIN,SINGLE,,,,,,,,,,,
1530,A,2,2002,ECHO FALLS MERLOT,,12x187ML,5,5,,,,,,,17.99,,,,,,,,,,,,,,,2.49,27.75,PLAIN,SINGLE,,,,,,,,,,,
1531,A,2,2001,ECHO FALLS CHARDONNAY,,12X187ML,4,4,,,,,,,17.99,,,,,,,,,,,,,,,2.49,27.75,PLAIN,SINGLE,,,,,,,,,,,
88123,A,2,2007,LAMBRINI ORIGINAL 6%,,6X75CL,17,17,,,,,,,10.89,,,,,,,,,,,,,,,2.99,27.16,PLAIN,SINGLE,,,,,,,,,,,
88124,A,2,2007,LAMBRINI CHERRY 4%,,6X75CL,15,15,,,,,,,13.49,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,12.99,,,,,,3.49,22.69,PLAIN,SINGLE,,,,,,,,,,,
88125,A,2,2007,LAMBRINI STRAWBERRY 4%,,6X75CL,4,4,,,,,,,13.49,,,,,,,,,,,,,,,3.49,22.69,PLAIN,SINGLE,,,,,,,,,,,
19911,A,2,2001,WHITEWAYS APRICOT WINE,,6X70CL,1,1,,,,,,,26.49,,,,,,,,,,,,,,,6.99,24.21,PLAIN,SINGLE,,,,,,,,,,,
109982,A,2,2003,KUMALA ROSE,,6X75CL,3,3,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
109984,A,2,2001,KUMALA CHARDONNAY,,6X75CL,2,2,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
109985,A,2,2002,KUMALA SHIRAZ,,6X75CL,3,3,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
109986,A,2,2001,KUMALA SAUVIGNON BLANC,,6X75CL,4,4,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
109987,A,2,2001,KUMALA CHENIN BLANC,,6X75CL,4,4,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
132333,A,2,2003,KUMALA CAPE CLASSIC ROSE,,6X75CL,3,3,,,,,,,27.29,,,,,,,,,,,,,,,7.99,31.69,PLAIN,SINGLE,,,,,,,,,,,
142351,A,2,2002,KUMALA PINOTAGE,,6X75CL,3,3,,,,,,,27.29,,,,,,,,,,,,,,,6.99,21.92,PLAIN,SINGLE,,,,,,,,,,,
10452,A,2,2002,ECHO FALLS RED WINE,,6X75CL,5,5,,,,,,,26.49,,,,,,,,,,,,,,,6.99,24.21,PLAIN,SINGLE,,,,,,,,,,,
10475,A,2,2001,ECHO FALLS WHITE WINE,,6X75CL,13,13,,,,,,,26.49,,,,,,,,,,,,,,,6.99,24.21,PLAIN,SINGLE,,,,,,,,,,,
10481,A,2,2001,ECHO FALLS CHARDONNAY,,6X75CL,6,6,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
10482,A,2,2001,ECHO FALLS SAUVIGNON BLANC,,6X75CL,8,8,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
10522,A,2,2002,ECHO FALLS SHIRAZ,,6X75CL,9,9,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
10765,A,2,2003,ECHO FALLS SPINES ROSE&GIN,,6X75CL,5,5,,,,,,,28.49,,,,,,,,,,,,,,,7.49,23.93,PLAIN,SINGLE,,,,,,,,,,,
10855,A,2,2003,ECHO FALLS PINOT GRIGIO ROSE,,6X75CL,4,4,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
10860,A,2,2001,ECHO FALLS FRUIT FUSION PEACH & MANGO WHITE 9%,,6X75CL,43,43,,,,,,,23.49,,,,,,,,,,,,,,,6.49,27.61,PLAIN,SINGLE,,,,,,,,,,,
10862,A,2,2002,ECHO FALLS FRUIT FUSION RASBERRY&CASSIS 9%,,6X75CL,1,1,,,,,,,23.49,,,,,,,,,,,,,,,6.49,27.61,PLAIN,SINGLE,,,,,,,,,,,
10864,A,2,2003,ECHO FALLS FRUIT FUSION STRAWBERRY&LIME 9%,,6X75CL,3,3,,,,,,,23.49,,,,,,,,,,,,,,,6.99,32.79,PLAIN,SINGLE,,,,,,,,,,,
10865,A,2,2003,ECHO FALLS FRUIT FUSION SUMMER BERRIES,,6X75CL,6,6,,,,,,,20.99,,,,,,,,,,,,,,,5.99,29.92,PLAIN,SINGLE,,,,,,,,,,,
110844,A,2,2003,ECHO FALLS WHITE ZINFANDEL,,6X75CL,2,2,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
110845,A,2,2003,ECHO FALLS ROSE WINE,,6X75CL,6,6,,,,,,,26.49,,,,,,,,,,,,,,,6.99,24.21,PLAIN,SINGLE,,,,,,,,,,,
110846,A,2,2001,ECHO FALLS PINOT GRIGIO,,6X75CL,5,5,,,,,,,28.49,,,,,,,,,,,,,,,7.99,28.69,PLAIN,SINGLE,,,,,,,,,,,
17634,A,2,2002,HARDYS STAMP CABERNET MERLOT,,6X75CL,9,9,,,,,,,29.99,,,,,,,,,,,,,,,7.99,24.93,PLAIN,SINGLE,,,,,,,,,,,
89883,A,2,2002,HARDYS VR CABERNET SAUVIGNON RED WINE,,6X75CL,5,5,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90136,A,2,2001,HARDYS VR CHARDONNAY,,6X75CL,16,16,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90137,A,2,2001,HARDYS VR SAUVIGNON BLANC,,6X75CL,16,16,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90352,A,2,2002,HARDYS VR MERLOT,,6X75CL,20,20,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90766,A,2,2002,HARDYS VR SHIRAZ,,6X75CL,8,8,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90767,A,2,2003,HARDYS VR ROSE,,6x75CL,2,2,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
90788,A,2,2001,HARDYS VR PINOT GRIGIO,,6X75CL,7,7,,,,,,,27.49,,,,,,,,,,,,,,,6.99,21.34,PLAIN,SINGLE,,,,,,,,,,,
46527,A,2,2002,HARDYS NOTTAGE HILL CABERNET SHIRAZ,,6X75CL,2,2,,,,,,,34.99,,,,,,,,,,,,,,,8.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
46528,A,2,2002,HARDYS NOTTAGE HILL SHIRAZ,,6X75CL,2,2,,,,,,,34.99,,,,,,,,,,,,,,,8.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
46529,A,2,2002,HARDYS NOTTAGE HILL MERLOT,,6X75CL,3,3,,,,,,,34.99,,,,,,,,,,,,,,,8.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
46579,A,2,2001,HARDYS NOTTAGE HILL CHARDONNAY,,6X75CL,4,4,,,,,,,34.99,,,,,,,,,,,,,,,8.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
89561,A,2,2003,MUD HOUSE MARLBOROUGH SAUVIGNON BLANC ROSE,,6X75CL,10,10,,,,,,,34.99,,,,,,,,,,,,,,,8.99,22.16,PLAIN,SINGLE,,,,,,,,,,,
57687,A,2,2001,BANROCK STN COLOMBARD CHARDONNAY,,6X75CL,7,7,,,,,,,22.99,,,,,,,,,,,,,,,6.99,34.22,PLAIN,SINGLE,,,,,,,,,,,
18530,A,2,2005,Q C CREAM,,6X70CL,4,4,,,,,,,29.89,,,,,,,,,,,,,,,8.99,33.5,PLAIN,SINGLE,,,,,,,,,,,
112803,A,2,2005,Q C MEDIUM,,6X70CL,3,3,,,,,,,29.89,,,,,,,,,,,,,,,8.99,33.5,PLAIN,SINGLE,,,,,,,,,,,
49572,A,2,2005,CHERRY B NRB 4PACK,,6X200ml,15,15,,,,,,,34.99,,,,,,,,,,,,,,,9.99,29.95,PLAIN,SINGLE,,,,,,,,,,,
108344,A,2,2001,MUD HOUSE CHILE SAUVIGNON BLANC,,6X75CL,2,2,,,,,,,39.99,,,,,,,,,,,,,,,10.99,27.22,PLAIN,SINGLE,,,,,,,,,,,
76213,A,15,15001,COUNTY SOOTHERS,,12XLC01,21,0,,,,,,,2.39,25,63.59,,,,,,,,,,,,,0.45,46.89,PLAIN,VARIENT,,,,,,,,,,,
80086,A,15,15002,COUNTY 2 BANDAGE,,12XLC06,2,0,,,,,,,4.39,5,23.39,,,,,,,,,,,,,0.69,36.38,PLAIN,VARIENT,,,,,,,,,,,
81856,A,15,15002,COUNTY WATERPROOF STRIP,,36XLC09,8,0,,,,,,,2.69,10,28.29,,,,,,,,,,,,,0.17,47.25,PLAIN,VARIENT,,,,,,,,,,,
76294,A,15,15002,COUNTY WP CUT DRESS,,24XLC11,6,0,,,,,,,3.29,10,33.79,,,,,,,,,,,,,0.31,46.94,PLAIN,VARIENT,,,,,,,,,,,
114577,A,15,15002,COUNTY RAZOR BLADES,,18XLC12,8,0,,,,,,,5.09,10,50.89,,,,,,,,,,,,,0.55,38.3,PLAIN,VARIENT,,,,,,,,,,,
78066,A,15,15002,COUNTY TWEEZERS,,12XTC13,8,0,,,,,,,3.29,10,33.89,,,,,,,,,,,,,0.62,46.94,PLAIN,VARIENT,,,,,,,,,,,
80133,A,15,15002,COUNTY NAIL CLIPPER,,12XLC15,6,0,,,,,,,3.49,10,37.49,,,,,,,,,,,,,0.6,41.83,PLAIN,VARIENT,,,,,,,,,,,
80820,A,15,15002,COUNTY NAIL SCISSOR,,10XLC16,8,0,,,,,,,5.59,10,55.88,,,,,,,,,,,,,1.02,34.24,PLAIN,VARIENT,,,,,,,,,,,
78877,A,15,15002,FLAT BLACK BOOT LACES,,12XTD06,9,0,,,,,,,2.99,10,31.29,,,,,,,,,,,,,0.39,23.33,PLAIN,VARIENT,,,,,,,,,,,
80951,A,15,15002,COUNTY BLK F/BALL LACES,,10XLD10,4,0,,,,,,,3.29,5,17.89,,,,,,,,,,,,,0.74,46.65,PLAIN,VARIENT,,,,,,,,,,,
76662,A,15,15002,COUNTY SAFETY PINS,,20XLD14,5,0,,,,,,,3.49,10,36.99,,,,,,,,,,,,,0.39,46.31,PLAIN,VARIENT,,,,,,,,,,,
78384,A,15,15002,COUNTY H.SEWING NEEDLES,,16XLD16,9,0,,,,,,,4.29,10,42.99,,,,,,,,,,,,,0.49,34.34,PLAIN,VARIENT,,,,,,,,,,,
78883,A,15,15002,COUNTY BLACK THREAD,,12XTD17,4,0,,,,,,,2.29,5,11.99,,,,,,,,,,,,,0.43,46.74,PLAIN,VARIENT,,,,,,,,,,,
80395,A,15,15002,COUNTY WHITE THREAD,,12XLD18,4,0,,,,,,,2.29,5,11.49,,,,,,,,,,,,,0.45,49.11,PLAIN,VARIENT,,,,,,,,,,,
81964,A,15,15002,COUNTY NO SEW HEMING TAPE,,12XTD20,3,0,,,,,,,3.69,5,17.99,,,,,,,,,,,,,0.49,24.69,PLAIN,VARIENT,,,,,,,,,,,
82071,A,15,15002,COUNTY TAPE MEASURE,,15XLD21,8,0,,,,,,,3.99,10,39.79,,,,,,,,,,,,,0.55,41.96,PLAIN,VARIENT,,,,,,,,,,,
81879,A,15,15002,COUNTY GENTS COMBS,,12XS39,8,0,,,,,,,1.49,10,14.99,,,,,,,,,,,,,0.28,46.79,PLAIN,VARIENT,,,,,,,,,,,
82768,A,15,15002,COUNTY CAKE CANDLES,,9XLS10,6,0,,,,,,,2.39,10,25.49,,,,,,,,,,,,,0.6,46.89,PLAIN,VARIENT,,,,,,,,,,,
83873,A,15,15002,COUNTY PADLOCK,,12XLW59,2,0,,,,,,,6.49,10,67.99,,,,,,,,,,,,,1.25,48.08,PLAIN,VARIENT,,,,,,,,,,,
84099,A,15,15002,COUNTY 5 AMP FUSES,,12XLW03,9,0,,,,,,,4.89,10,46.99,,,,,,,,,,,,,0.89,45.06,PLAIN,VARIENT,,,,,,,,,,,
114627,A,15,15002,COUNTY DRESSING COMBS,,10XLH06,8,0,,,,,,,1.89,10,18.49,,,,,,,,,,,,,0.29,21.79,PLAIN,VARIENT,,,,,,,,,,,
83316,A,15,15002,COUNTY CANDLE&HOLDER,,1X63,6,0,,,,,,,2.39,10,25.49,,,,,,,,,,,,,3.99,28.12,PLAIN,VARIENT,,,,,,,,,,,
115500,A,15,15002,COUNTY ASSTD RUBBER BAND,,24XLS15,5,0,,,,,,,1.99,10,19.89,,,,,,,,,,,,,0.15,33.67,PLAIN,VARIENT,,,,,,,,,,,
83532,A,15,15002,COUNTY DRAWING PINS,,20XLS16,4,0,,,,,,,3.69,5,19.14,,,,,,,,,,,,,0.37,40.16,PLAIN,VARIENT,,,,,,,,,,,
83707,A,15,15002,COUNTY CLEAR TAPE,,12XLS21,9,0,,,,,,,2.29,10,22.99,,,,,,,,,,,,,0.43,46.74,PLAIN,VARIENT,,,,,,,,,,,
117107,A,15,15002,COUNTY CURTAIN WIRE 10F,,4XLW56,3,0,,,,,,,3.29,5,16.99,,,,,,,,,,,,,1.69,41.6,PLAIN,VARIENT,,,,,,,,,,,
160860,A,15,15002,COUNTY PLAS TRIM KNIFE,,4XLW16,3,0,,,,,,,3.39,10,36.99,,,,,,,,,,,,,1.69,39.82,PLAIN,VARIENT,,,,,,,,,,,
160883,A,15,15002,COUNTY BUTTERFLY C/OPENER,,4XLW46,2,0,,,,,,,3.29,5,16.79,,,,,,,,,,,,,1.85,46.65,PLAIN,VARIENT,,,,,,,,,,,
84076,A,15,15002,COUNTY 13AMP FUSE,,12XLW01,4,0,,,,,,,4.46,10,46.99,,,,,,,,,,,,,0.79,43.54,PLAIN,VARIENT,,,,,,,,,,,
84060,A,15,15002,COUNTY ASSTD FUSES,,10XLW04,10,0,,,,,,,3.69,12,46.86,,,,,,,,,,,,,0.69,35.83,PLAIN,VARIENT,,,,,,,,,,,
83981,A,15,15002,COUNTY 6 SCISSORS,,5XLW14,8,0,,,,,,,4.99,10,51.99,,,,,,,,,,,,,1.99,39.82,PLAIN,VARIENT,,,,,,,,,,,
83946,A,15,15002,COUNTY PUNCTURE OUTFIT,,5XLW15,7,0,,,,,,,3.29,10,33.99,,,,,,,,,,,,,1.29,38.79,PLAIN,VARIENT,,,,,,,,,,,
117095,A,15,15002,COUNTY BLUE W'PROOF DRESSING TAPE,,24XLC17,9,0,,,,,,,4.49,10,46.99,,,,,,,,,,,,,0.42,46.55,PLAIN,VARIENT,,,,,,,,,,,
44190,A,15,15002,COUNTY 8FT TUBE STARTER,,12XLW38,8,0,,,,,,,3.49,10,35.29,,,,,,,,,,,,,0.63,44.6,PLAIN,VARIENT,,,,,,,,,,,
44210,A,15,15002,COUNTY WATER BOMBS 20'S,,10XLS73,5,1,,,,,,,3.49,5,16.79,,,,,,,,,,,,,0.69,39.3,PLAIN,VARIENT,,,,,,,,,,,
92119,A,15,15002,COUNTY COTTON SOCKET MOP 16PY,,10X10S,6,1,,,,,,,9.99,5,46.99,,,,,,,,,,,,,1.69,29.07,PLAIN,VARIENT,,,,,,,,,,,
902305,Z,18,18011,GREEN JALAPENO PICKLE PMP�1.39,,6X720ML,90,90,,,,,,,5.94,,,,,,,,,,,,,,,1.39,28.78,PMP,SINGLE,,,,,,,,,,,
902306,Z,18,18011,HOT BABY PEPPER PICKLE PMP�1.59,,6X720ML,173,173,,,,,,,6.81,,,,,,,,,,,,,,,1.59,28.62,PMP,SINGLE,,,,,,,,,,,
902307,Z,18,18011,HOT PEPPER PICKLE PMP�1.59,,6X720ML,174,174,,,,,,,6.81,,,,,,,,,,,,,,,1.59,28.62,PMP,SINGLE,,,,,,,,,,,
